,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,price_m,delivery_m,effectiveness_m,ease of use_m,sentiment
1524,Garden,74197,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,Expert Gardener,112134279,112134279,Yes,2022-02-22T00:00:00,2022,2,8,Potting mix review,Expert gardener potting mix was purchased to repot my existing indoor plants that looked neglected. The potting mix was slightly dry and looked like it would hold moisture well. Instructions on the bag were helpful. I received product reimbursement in exchange for my honest review.,organic reviews,11.97,5,0,0,0,No,expert gardener potting mix was purchased to repot my existing indoor plants that looked neglected. the potting mix was slightly dry and looked like it would hold moisture well. instructions on the bag were helpful. i received product reimbursement in exchange for my honest review.,2/22/2022,45,0.3327118754386902,0.2139666825532913,0.6208882331848145,0.6129758358001709,Positive
1526,Garden,62698,The Rebels Shady Lawn 20lb bag,https://www.lowes.com/pd/Pennington-The-Rebels-Mixture-Blend-Grass-Seed/5001464599,Lowes,Pennington Grass,5001464599,5001464601,Yes,2021-11-08T00:00:00,2021,11,45,Stick with the no name stuff.,"Not one single seed came up as far as I can tell. The name brand seed seems to be junk and I seldom buy it, instead buying the no name stuff at the local ag center performs much, much better. This time I happened to be in Lowes and thought Id give it another shot, waste of time and money.",organic reviews,42.48,1,0,0,0,No,"not one single seed came up as far as i can tell. the name brand seed seems to be junk and i seldom buy it, instead buying the no name stuff at the local ag center performs much, much better. this time i happened to be in lowes and thought id give it another shot, waste of time and money.",11/8/2021,60,0.4554900228977203,0.1949965208768844,0.3889228105545044,0.1015688404440879,Negative
1528,Garden,140243,Smart Seed Bermudagrass 8.75 lb bag,https://www.amazon.com.com/dp/B08QRLK7LB,Amazon,Pennington Grass,B08QRLK7LB,B08QRLK7LB,No,2022-06-01T00:00:00,2022,6,22,Not what I expected,"Let me say that it couldve been user error(I planted first week of April in SoCal with 70 days) but this took WAY more than 10-14 days. Im here a full 8 weeks later and just now have observable Bermuda grass in my yard in small but dense patches. Its stretching everywhere and Ive already hit it with Penningtons weed and feed(weeds will DEFINITELY be an issue if you plant in spring), so only time will tell. Its starting to heat up here now in June so I expect to see some spectacular growth within the next 2-3 months (fingers crossed). If Im back with an update in 3 months it will be because something went wrong, but if theres no further edits after this, its safe to assume that the family and I are outside enjoying our lawn",organic reviews,84.98,3,0,0,0,No,"let me say that it couldve been user error(i planted first week of april in socal with 70 days) but this took way more than 10-14 days. im here a full 8 weeks later and just now have observable bermuda grass in my yard in small but dense patches. its stretching everywhere and ive already hit it with penningtons weed and feed(weeds will definitely be an issue if you plant in spring), so only time will tell. its starting to heat up here now in june so i expect to see some spectacular growth within the next 2-3 months (fingers crossed). if im back with an update in 3 months it will be because something went wrong, but if theres no further edits after this, its safe to assume that the family and i are outside enjoying our lawn",6/1/2022,139,0.0773992389440536,0.0322767496109008,0.1970646828413009,0.0110954465344548,Neutral
1534,Garden,4541,One Step Complete Sun & Shade 5lb bag,https://www.amazon.com/dp/B084NMJZWG,Amazon,Pennington Grass,B084NMJZWG,B084NMJZWG,Yes,2021-07-06T00:00:00,2021,7,27,RESULTS,I followed the directions carefully when I used this product. That was about two weeks ago and so far any sign of grass growing is minimal. Disappointing.,organic reviews,7.97,2,0,0,0,No,i followed the directions carefully when i used this product. that was about two weeks ago and so far any sign of grass growing is minimal. disappointing.,7/6/2021,27,0.188597023487091,0.2966422438621521,0.4412661492824554,0.1444661617279052,Negative
1535,Garden,68131,"Expert Gardener Tall Fescue Drought Resistant Grass Seed, 7 lbs.",https://www.walmart.com//ip/Expert-Gardener-Tall-Fescue-Drought-Resistant-Grass-Seed-7-lbs/420184304?selected=true,Walmart,Expert Gardener,420184304,420184304,No,2021-06-08T00:00:00,2021,6,23,Disappointed,Bought this seed for a freshly rototilled front lawn project. After 10 days the seed started to sprout and it looked pretty good. A few days later a noxious weed that I have never seen before started sprouting over my entire front yard. This weed is pretty much going to take over the entire project that I worked so hard to prepare. Very disappointed.,organic reviews,19.88,1,0,0,0,No,bought this seed for a freshly rototilled front lawn project. after 10 days the seed started to sprout and it looked pretty good. a few days later a noxious weed that i have never seen before started sprouting over my entire front yard. this weed is pretty much going to take over the entire project that i worked so hard to prepare. very disappointed.,6/8/2021,64,0.4632815718650818,0.2865847647190094,0.3555741608142853,0.0046008815988898,Negative
1542,Garden,7770,Annual Ryegrass 50lb bag,http://www.homedepot.com/p/t/100333280,Homedepot,Pennington Grass,100333280,100333277,Yes,2021-07-21T00:00:00,2021,7,29,Mixed results when you just spread the seeds on the...,"Mixed results when you just spread the seeds on the soil.  But, grows extremely fast and well when properly done, with a thin layer of top soil and watering.  50 lbs provided plenty of coverage for 8,000 square feet.",organic reviews,66.97,5,0,0,0,No,"mixed results when you just spread the seeds on the soil.  but, grows extremely fast and well when properly done, with a thin layer of top soil and watering.  50 lbs provided plenty of coverage for 8,000 square feet.",7/21/2021,41,0.1678432673215866,0.0569063983857631,0.3136335611343384,0.0289449337869882,Positive
1549,Garden,142410,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026381,312026381,Yes,2022-06-08T00:00:00,2022,6,23,Both 20# bags were molded.had already opened both bags once...,Both 20# bags were molded.had already opened both bags once we noticed. Very disappointed ,organic reviews,14.48,1,0,0,0,No,both 20# bags were molded.had already opened both bags once we noticed. very disappointed ,6/8/2022,14,0.3288500010967254,0.5389147996902466,0.2210790067911148,0.0044503249228,Negative
1550,Garden,1835,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.amazon.com/dp/B000SKZ1QK,Amazon,Moss Out,B000SKZ1QK,B000SKZ1QK,No,2021-07-06T00:00:00,2021,7,27,"Works good, but",Ive used Moss Out for years and it is a great product! Unfortunately the instructions do not match the labels on the bottle. I assume the word MIX in the instructions means CLEAN on the bottle and RINSE means WATER on the bottle. Either change the instructions or get new bottles.,organic reviews,0.0,4,0,0,0,No,ive used moss out for years and it is a great product! unfortunately the instructions do not match the labels on the bottle. i assume the word mix in the instructions means clean on the bottle and rinse means water on the bottle. either change the instructions or get new bottles.,7/6/2021,51,0.086449384689331,0.162742480635643,0.4551825821399688,0.0647195503115654,Positive
1557,Garden,143158,Smart Seed Pacific Northwest Mixture 7lb bag,https://www.homedepot.com/p/Pennington-Smart-Seed-3-lbs-Pacific-Northwest-Grass-Seed-and-Fertilizer-100543712/314933289,Homedepot,Pennington Grass,314933288,314933289,Yes,2022-06-30T00:00:00,2022,6,26,"Grass didnt grow, even with putting down mushroom soil and...","Grass didnt grow, even with putting down mushroom soil and watering....",organic reviews,33.47,2,0,0,0,No,"grass didnt grow, even with putting down mushroom soil and watering....",6/30/2022,11,0.0252775996923446,0.0199264995753765,0.3996073007583618,0.0060724611394107,Negative
1562,Garden,33088,Pennington Wild Bird Food,http://www.homedepot.com/p/t/312026386,Homedepot,Pennington Bird,312026386,312026384,Yes,2021-06-03T00:00:00,2021,6,22,I have had a wide variety of birds at the...,"I have had a wide variety of birds at the feeder. Morning Dove, Gold Finch and Blue Jay are just a few.",organic reviews,12.98,4,0,0,0,No,"i have had a wide variety of birds at the feeder. morning dove, gold finch and blue jay are just a few.",6/3/2021,22,0.056495301425457,0.0367343053221702,0.6516467332839966,0.2368145734071731,Neutral
1572,Garden,5435,One Step Complete Sun & Shade 10lb bag,https://www.amazon.com/dp/B084NMGHK5,Amazon,Pennington Grass,B084NMGHK5,B084NMJZWG,Yes,2021-10-30T00:00:00,2021,10,43,Its not awesome,"My dog disrupts the seed when it runs over it. Would be better if it was left undisturbed, I recon.",organic reviews,15.94,2,0,0,0,No,"my dog disrupts the seed when it runs over it. would be better if it was left undisturbed, i recon.",10/30/2021,20,0.2782195806503296,0.3559749126434326,0.3641879260540008,0.0125906821340322,Negative
1573,Garden,143345,The Rebels Tall Fescue 7 lb,http://www.homedepot.com/p/314933287,Homedepot,Pennington Grass,314933303,314933287,Yes,2022-06-01T00:00:00,2022,6,22,Pennington Disappointment,Very low germination percentage,organic reviews,19.79,3,0,0,0,No,very low germination percentage,6/1/2022,4,0.020475335419178,0.013967010192573,0.0264091584831476,0.0857008919119834,Neutral
1583,Garden,66208,Pennington Classic Wild Bird Feed 20lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-20-lb-Bag/17256227?selected=true,Walmart,Pennington Bird,17256227,16794608,Yes,2021-07-13T00:00:00,2021,7,28,,the wild birds love this food,organic reviews,10.97,5,0,0,0,No,the wild birds love this food,7/13/2021,6,0.0070474501699209,0.0483973361551761,0.6216270923614502,0.0856914594769477,Positive
1589,Garden,71001,Pennington Mealworm Pouch Wild Bird,https://www.walmart.com//ip/Pennington-Mealworms-Wild-Bird-Food-17-6-oz-Bag/642853603?selected=true,Walmart,Pennington Bird,642853603,503445691,Yes,2021-12-31T00:00:00,2021,12,52,Birds are not interested in these worms,"Its the middle of winter. Seems like the birds would be thrilled, but they arent! They are not interested. Im disappointed",organic reviews,11.84,2,0,0,0,No,"its the middle of winter. seems like the birds would be thrilled, but they arent! they are not interested. im disappointed",12/31/2021,21,0.0881608426570892,0.1663309782743454,0.4307909607887268,0.0428490191698074,Negative
1591,Garden,73387,22.5 lbs. Wild Bird Food Blend Bucket,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026398,312026384,Yes,2022-02-08T00:00:00,2022,2,6,This stuff is great my friends love it. It just...,"This stuff is great my friends love it. It just has one draw back, we have cats hanging out below the feeder. Whoops, I have to go Sylvester has be by the tail feathers.",organic reviews,22.98,4,0,0,0,No,"this stuff is great my friends love it. it just has one draw back, we have cats hanging out below the feeder. whoops, i have to go sylvester has be by the tail feathers.",2/8/2022,34,0.0198508575558662,0.1986949443817138,0.0930345356464386,0.0053740488365292,Positive
1593,Garden,100342,Lawn Booster Sun & Shade 35lb bag,http://www.homedepot.com/p/311569530,Homedepot,Pennington Grass,311569529,311569530,Yes,2022-04-20T00:00:00,2022,4,16,It has yet to sprout!!!...,It has yet to sprout!!!,organic reviews,49.97,4,0,0,0,No,it has yet to sprout!!!,4/20/2022,5,0.054461296647787,0.0019752539228647,0.0207614265382289,0.0092703076079487,Neutral
1595,Garden,100314,Kentucky 31 Tall Fescue 40lb bag,http://www.homedepot.com/p/306924565,Homedepot,Pennington Grass,306924565,306924565,Yes,2022-04-24T00:00:00,2022,4,16,Wouldnt waste my time on it,"Ive always bought Pennington, a great product with a reputation. I do not know what is with this seed. I put it down in mid March, covered with erosion blanket and watered twice a day. Were at april 24th nothing has sprouted. Glad i wasted money on 2- big bags. Stay away from this. Buy something better.",syndicated reviews,70.97,1,0,0,0,No,"ive always bought pennington, a great product with a reputation. i do not know what is with this seed. i put it down in mid march, covered with erosion blanket and watered twice a day. were at april 24th nothing has sprouted. glad i wasted money on 2- big bags. stay away from this. buy something better.",4/24/2022,57,0.6188465356826782,0.1476969718933105,0.502632200717926,0.1317423284053802,Negative
1600,Garden,27763,Lawn Booster Sun & Shade 35lb bag,http://www.homedepot.com/p/t/311569529,Homedepot,Pennington Grass,311569529,311569530,Yes,2021-10-05T00:00:00,2021,10,40,I thought it would be better,Did not work like I thought it would,organic reviews,47.99,1,0,0,0,No,did not work like i thought it would,10/5/2021,8,0.327120304107666,0.379428505897522,0.271472692489624,0.0018416495295241,Negative
1608,Garden,142733,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026390,312026384,Yes,2022-06-15T00:00:00,2022,6,24,All animal food,"Birds, squirrill, and even a baby deer visit frequently",organic reviews,10.48,5,0,0,0,No,"birds, squirrill, and even a baby deer visit frequently",6/15/2022,9,0.006389383226633,0.0337945222854614,0.5925943851470947,0.1154557764530181,Neutral
1609,Garden,142263,Image Herbicide for St. Augustinegrass & Centipedegrass Concentrate,http://www.homedepot.com/p/303594294,Homedepot,Image for Weeds,303594320,303594294,Yes,2022-06-26T00:00:00,2022,6,25,worthless spray mechanism wastes product!!!,When water pressure is on the spray mechanism does not slide off without maximum force. It wastes product unless you intend to turn it on once and spray the entire bottle without stopping. Absolutely inexcusable! It was supposed to cover 5000 sf but due to the faulty mechanism I barely covered 2500 sf.  of the area I wanted to spray. The rest went on areas that didnt need it because of the fight to turn the spray off!,organic reviews,10.32,1,0,0,0,No,when water pressure is on the spray mechanism does not slide off without maximum force. it wastes product unless you intend to turn it on once and spray the entire bottle without stopping. absolutely inexcusable! it was supposed to cover 5000 sf but due to the faulty mechanism i barely covered 2500 sf.  of the area i wanted to spray. the rest went on areas that didnt need it because of the fight to turn the spray off!,6/26/2022,79,0.3367408215999603,0.4042845964431762,0.4564866125583648,0.0009800730040296,Negative
1611,Garden,133496,Smart Seed Pacific Northwest Mixture 7lb bag,https://www.homedepot.com/p/Pennington-Smart-Seed-3-lbs-Pacific-Northwest-Grass-Seed-and-Fertilizer-100543712/314933289,Homedepot,Pennington Grass,314933288,314933289,Yes,2022-05-19T00:00:00,2022,5,20,"I followed all directions, and the weather is optimal for...","I followed all directions, and the weather is optimal for growing grass seed, however this grass seed has not germinated yet.",organic reviews,33.47,1,0,0,0,No,"i followed all directions, and the weather is optimal for growing grass seed, however this grass seed has not germinated yet.",5/19/2022,21,0.1088467165827751,0.0493902899324893,0.3535434007644653,0.1623124033212661,Neutral
1613,Garden,110776,Kentucky 31 Tall Fescue,http://www.homedepot.com/p/306924565,Homedepot,Pennington Grass,204711452,306924565,Yes,2022-04-27T00:00:00,2022,4,17,Not much yet.,Not much grass has come up yet. Willing to wait to see if the seed eventually germinates.,organic reviews,10.82,3,0,0,0,No,not much grass has come up yet. willing to wait to see if the seed eventually germinates.,4/27/2022,17,0.2536516785621643,0.2288537770509719,0.4980155527591705,0.0492564886808395,Neutral
1615,Garden,79103,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corry's,203636434,203636436,Yes,2022-04-01T00:00:00,2022,4,13,Slugs,Cant see where it is working on my problem,organic reviews,13.97,2,0,0,0,No,cant see where it is working on my problem,4/1/2022,9,0.0619806982576847,0.1446896344423294,0.1039405763149261,0.001362468698062,Negative
1616,Garden,72465,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026390,312026384,Yes,2022-01-22T00:00:00,2022,1,3,"The seed looks good, and the container provides a good...","The seed looks good, and the container provides a good way to store the seed. However, the birds do not eat it. Not sure why, but I would assume that it has something to do with how the seed was processed. I would not recommend this product for purchase.",organic reviews,9.98,2,0,0,1,No,"the seed looks good, and the container provides a good way to store the seed. however, the birds do not eat it. not sure why, but i would assume that it has something to do with how the seed was processed. i would not recommend this product for purchase.",1/22/2022,49,0.0584468580782413,0.0791089534759521,0.4931290447711944,0.3238933682441711,Negative
1618,Garden,142231,Sevin Lawn Insect Granules 10 lb.,http://www.homedepot.com/p/304779519,Homedepot,GardenTech,304779519,304779519,Yes,2022-06-30T00:00:00,2022,6,26,I cant say much about the product its 2 weeks...,I cant say much about the product its 2 weeks since the purchase- but apparently the frogs are still coming and digging looking for insects. But I must say that my experience at HOME DEPOT- ALFONSO in the home and garden section is an employee that I will say went above on beyond. I can bet he loves what he does and is very knowledgeable. Thanks,organic reviews,9.47,5,0,0,0,No,i cant say much about the product its 2 weeks since the purchase- but apparently the frogs are still coming and digging looking for insects. but i must say that my experience at home depot- alfonso in the home and garden section is an employee that i will say went above on beyond. i can bet he loves what he does and is very knowledgeable. thanks,6/30/2022,66,0.1604649722576141,0.2457908540964126,0.6278544068336487,0.2224022597074508,Neutral
1626,Garden,136143,Smart Seed Dense Shade Mixture 7lb bag,https://www.lowes.com/pd/Pennington-Smart-Seed-Dense-Shade-7-lb-Mixture-Blend-Grass-Seed/5013148065,Lowes,Pennington Grass,5013148065,5013148065,Yes,2022-05-20T00:00:00,2022,5,20,Where is my grass?,[This review was collected as part of a promotion.] A had high expectations and watched in hope but after giving it lots of time and I can just about see a little green. Disappointed. We watered and no pay back.,syndicated reviews,38.88,2,0,0,0,Yes,[this review was collected as part of a promotion.] a had high expectations and watched in hope but after giving it lots of time and i can just about see a little green. disappointed. we watered and no pay back.,5/20/2022,40,0.2089440077543258,0.0730208382010459,0.1288755983114242,0.1890628784894943,Negative
1633,Garden,143183,Smart Seed Pennsylvania State Mixture 7lb bag,http://www.homedepot.com/p/314933324,Homedepot,Pennington Grass,314933323,314933324,Yes,2022-06-15T00:00:00,2022,6,24,The seed sprouted but then the little bit of grass...,"The seed sprouted but then the little bit of grass that was growing died. In some places, it didnt even sprout.",organic reviews,33.97,1,0,0,0,No,"the seed sprouted but then the little bit of grass that was growing died. in some places, it didnt even sprout.",6/15/2022,21,0.2358562350273132,0.0936578512191772,0.2245943397283554,0.0091475527733564,Negative
1634,Garden,13928,AMDRO Mole & Gopher Bait 1lb,http://www.homedepot.com/p/t/203995618,Homedepot,Amdro,203995618,203995618,No,2021-09-21T00:00:00,2021,9,38,Not satisfied,Has not stopped moles from returning. Moles all over still. Will not be using again.,organic reviews,7.99,1,0,0,0,No,has not stopped moles from returning. moles all over still. will not be using again.,9/21/2021,15,0.3053049445152282,0.3434533774852752,0.2216466665267944,0.0153162069618701,Negative
1635,Garden,74002,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com/dp/B000NCUVB8,Amazon,Moss Out,B000NCUVB8,B000NCUVB8,No,2022-02-25T00:00:00,2022,2,8,Moss Out Works well. Scotts doesnt.,I used two bags of the Scotts Moss-Ex. Didnt work. Purchased this product and used hose end sprayer. Moss turned black in 30 minutes.,organic reviews,15.47,5,0,0,0,No,i used two bags of the scotts moss-ex. didnt work. purchased this product and used hose end sprayer. moss turned black in 30 minutes.,2/25/2022,24,0.5357511639595032,0.207932561635971,0.1512401849031448,0.0016739988932386,Negative
1638,Garden,37854,Smart Seed Sun & Shade Mixture 20lb bag,http://www.homedepot.com/p/t/314933319,Homedepot,Pennington Grass,314933319,314933321,Yes,2021-06-06T00:00:00,2021,6,22,"Purchased 60 lbs of Pennington grass seed and mulched, raked...","Purchased 60 lbs of Pennington grass seed and mulched, raked and mowed area and put seed into slice seeder and it siezed up. Returned machine and was told that it was not conducive to coated seed.Used a rotary spreader and covered area w/seed followed a lawn roller to make contact with soil. Watered area thoroughly twice daily. Seed just sat on top. gave up after19 days. VERY DISAPOINTED 7 DISCOURAGED! wOULD APPRECIATE A REPLY",organic reviews,49.87,4,0,0,0,No,"purchased 60 lbs of pennington grass seed and mulched, raked and mowed area and put seed into slice seeder and it siezed up. returned machine and was told that it was not conducive to coated seed.used a rotary spreader and covered area w/seed followed a lawn roller to make contact with soil. watered area thoroughly twice daily. seed just sat on top. gave up after19 days. very disapointed 7 discouraged! would appreciate a reply",6/6/2021,74,0.6777752637863159,0.2608843147754669,0.3866127431392669,0.0980104282498359,Negative
1656,Garden,131291,"Pennington Smart Patch Bermudagass Mix, 10 lb",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713422,317713416,Yes,2022-05-14T00:00:00,2022,5,19,So many flies,"I followed the directions exactly, and its been a week. Not seeing any growth, but there are about a million flies that are very attracted to this. Super gross. Im glad I didnt buy a large bag to do the whole lawn. Ill look for another product.",organic reviews,28.97,1,0,0,1,No,"i followed the directions exactly, and its been a week. not seeing any growth, but there are about a million flies that are very attracted to this. super gross. im glad i didnt buy a large bag to do the whole lawn. ill look for another product.",5/14/2022,47,0.3035394251346588,0.1246485710144043,0.6249423623085022,0.1602519154548645,Negative
1657,Garden,74285,Pennington Classic Wild Bird Feed 10lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-10-lb-Bag/26841809?selected=true,Walmart,Pennington Bird,26841809,16794608,Yes,2022-02-22T00:00:00,2022,2,8,Not Worth Buying,"The number one ingredient of this bird feed is milo, which appears to be about 35-40% of the contents. The birds here in Georgia (and probably most other places) dont eat milo and just push it aside. Why Pennington puts milo in their bird seed I dont know. I was tempted to return the rest of the bag but just worked through it.",organic reviews,8.17,1,0,0,0,No,"the number one ingredient of this bird feed is milo, which appears to be about 35-40% of the contents. the birds here in georgia (and probably most other places) dont eat milo and just push it aside. why pennington puts milo in their bird seed i dont know. i was tempted to return the rest of the bag but just worked through it.",2/22/2022,63,0.1913195848464965,0.2505021691322326,0.4662089645862579,0.0320333503186702,Neutral
1660,Garden,68672,Sevin Insect Killer,https://www.homedepot.com/p/Sevin-16-oz-Insect-Killer-Concentrate-100530122/308861793,Homedepot,GardenTech,308861793,303593722,Yes,2021-06-09T00:00:00,2021,6,23,Sprayer wouldnt work off the shelf so shook the bottle...,"Sprayer wouldnt work off the shelf so shook the bottle well and then the sprayer did work....for 10 seconds.  Had to punch a hole in bottle (as screw cap does not screw off) and pour solution into garden sprayer to use.  Only enough spray to cover a couple of gambel oak stands, so will buy concentrate from now on.",organic reviews,12.35,1,0,0,0,No,"sprayer wouldnt work off the shelf so shook the bottle well and then the sprayer did work....for 10 seconds.  had to punch a hole in bottle (as screw cap does not screw off) and pour solution into garden sprayer to use.  only enough spray to cover a couple of gambel oak stands, so will buy concentrate from now on.",6/9/2021,61,0.586944043636322,0.0801295712590217,0.6288141012191772,0.0251263808459043,Neutral
1662,Garden,132921,Argentine Bahiagrass 7lb bag,http://www.homedepot.com/p/314933314,Homedepot,Pennington Grass,314933315,314933314,Yes,2022-05-12T00:00:00,2022,5,19,It was terrible seed...,It was terrible seed,organic reviews,48.97,2,0,0,0,No,it was terrible seed,5/12/2022,4,0.0882899165153503,0.009941691532731,0.002402139827609,0.0003774047654587,Negative
1670,Garden,132317,Sevin Ready-to-Spray Bug Killer 32 oz. ,http://www.homedepot.com/p/303593722,Homedepot,GardenTech,303593722,303593722,Yes,2022-05-31T00:00:00,2022,5,22,Off/ on versus off/rinse/clean,Glitch in the matrix! Manufacture error. Not on all bottles. Note:. Rinse setting bypasses Sevin and is plain water. Clean is setting where Sevin and water mix to spray. This ends my Ted talk.,organic reviews,15.46,4,0,0,0,No,glitch in the matrix! manufacture error. not on all bottles. note:. rinse setting bypasses sevin and is plain water. clean is setting where sevin and water mix to spray. this ends my ted talk.,5/31/2022,34,0.0148946372792124,0.0424541197717189,0.0104269683361053,0.013986705802381,Negative
1672,Garden,79125,Centipede Seed With Mulch 5lb bag,http://www.homedepot.com/p/100598598,Homedepot,Pennington Grass,100598598,100598598,Yes,2022-04-02T00:00:00,2022,4,13,Mostly (90%) inert material and less than 10% seed....,Mostly (90%) inert material and less than 10% seed.,organic reviews,39.97,1,0,0,0,No,mostly (90%) inert material and less than 10% seed.,4/2/2022,9,0.0742229595780372,0.4796778857707977,0.2105317115783691,0.6125890612602234,Neutral
1675,Garden,90664,Smart Seed Sun & Shade Mixture 20lb bag,https://www.walmart.com//ip/Pennington-Smart-Seed-Sun-and-Shade-Grass-Seed-Mix-for-Northern-Lawns-20-lb/656789264?selected=true,Walmart,Pennington Grass,656789264,722136962,Yes,2022-04-11T00:00:00,2022,4,15,Ill not buy the sun and shade again,Put the seed out 2 weeks ago. Only a few small spots of seed growing. Followed instructions exactly,syndicated reviews,63.87,1,0,0,0,No,put the seed out 2 weeks ago. only a few small spots of seed growing. followed instructions exactly,4/11/2022,18,0.345061182975769,0.3273936808109283,0.5827499032020569,0.42682084441185,Neutral
1677,Garden,76069,Sevin Insect Killer,http://www.homedepot.com/p/303593722,Homedepot,GardenTech,100598614,303593722,Yes,2022-03-11T00:00:00,2022,3,10,Waste of money,After a week of applying a ton of Sevin my flower bed is still severely infested with whiteflies.  I also have a lantana being eaten by some sort of insect at night and Sevin has also not helped at all.,organic reviews,7.49,1,2,0,0,No,after a week of applying a ton of sevin my flower bed is still severely infested with whiteflies.  i also have a lantana being eaten by some sort of insect at night and sevin has also not helped at all.,3/11/2022,41,0.5296918749809265,0.2696346640586853,0.5981022119522095,0.0195441003888845,Negative
1681,Garden,120173,Smart Seed Ohio State Mixture 3lb bag,http://www.homedepot.com/p/314933286,Homedepot,Pennington Grass,314933286,314933286,Yes,2022-05-09T00:00:00,2022,5,19,More coated crap from Pennington,"Dont waste your time, money, labor or water on this alleged grass seed.  Get legitimate grass seed that has not been coated if you actually want a lawn in hot climate.",organic reviews,16.97,1,0,0,0,No,"dont waste your time, money, labor or water on this alleged grass seed.  get legitimate grass seed that has not been coated if you actually want a lawn in hot climate.",5/9/2022,32,0.6916513442993164,0.1662716418504715,0.5109673142433167,0.1526471525430679,Negative
1687,Garden,140034,MOSS OUT! For Lawns 20 lb Granules ,https://www.amazon.com.com/dp/B0015HZIT0,Amazon,Moss Out,B0015HZIT0,B0015HZIT0,No,2022-06-06T00:00:00,2022,6,23,Useless didnt do anything applied numerous times miss still there waste of money,Does not work,organic reviews,22.48,1,0,0,0,No,does not work,6/6/2022,3,0.2651968598365783,0.4366839528083801,0.06857530772686,0.0032424200326204,Negative
1691,Garden,140495,Lawn Booster Sun & Shade 9.6lb bag,http://www.homedepot.com/p/318280742,Homedepot,Pennington Grass,311569530,318280742,Yes,2022-06-15T00:00:00,2022,6,24,Terrible.  Burnt my grass.  Too much fertilizer mix...,Terrible.  Burnt my grass.  Too much fertilizer mix and no warning issued.  Sadiq Ahmed,organic reviews,20.16,1,0,0,0,No,terrible.  burnt my grass.  too much fertilizer mix and no warning issued.  sadiq ahmed,6/15/2022,17,0.3234022855758667,0.156950369477272,0.0976941287517547,0.0007513495511375,Negative
1692,Garden,133040,Smart Seed Dense Shade Mixture 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933301,314933301,Yes,2022-05-14T00:00:00,2022,5,19,Great color,[This review was collected as part of a promotion.] I like how the grass seed has a coating on it. Some spots didnt take very well so would like to see a somewhat better formula. Some spots took great though and grass grew quick and thick.,syndicated reviews,11.25,4,0,0,0,Yes,[this review was collected as part of a promotion.] i like how the grass seed has a coating on it. some spots didnt take very well so would like to see a somewhat better formula. some spots took great though and grass grew quick and thick.,5/14/2022,46,0.0672236084938049,0.0437202677130699,0.4703282713890075,0.0303749050945043,Positive
1694,Garden,133038,Smart Seed Dense Shade Mixture 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933301,314933301,Yes,2022-05-12T00:00:00,2022,5,19,Didnt really work well,"[This review was collected as part of a promotion.] Applied the seed in a shaded area in our backyard near the porch with some areas that needed filling. Had a few blades pop up but didnt really grow much, may have been user error though.",syndicated reviews,11.25,2,2,0,0,Yes,"[this review was collected as part of a promotion.] applied the seed in a shaded area in our backyard near the porch with some areas that needed filling. had a few blades pop up but didnt really grow much, may have been user error though.",5/12/2022,45,0.3437173366546631,0.0378296487033367,0.3349998891353607,0.1028774157166481,Neutral
1697,Garden,6493,Smart Seed Dense Shade Mixture 7lb bag,https://www.amazon.com/dp/B08QCFWWMV,Amazon,Pennington Grass,B08QCFWWMV,B08QCGQJT9,Yes,2021-09-18T00:00:00,2021,9,37,It grew in patches but looks good,Like - its easy to grow dislike- grew in patches but acceptable,organic reviews,19.8,4,0,0,0,No,like - its easy to grow dislike- grew in patches but acceptable,9/18/2021,12,0.4008704125881195,0.3508287966251373,0.0241675898432731,0.0166075900197029,Neutral
