,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,other_m,align_type
201,Garden,70051,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-12-01T00:00:00,2021,12,48,.,Use salt,organic reviews,11.96,1,0,0,0,No,use salt,2021-12-01,2,neutral,,,effective,,0.9561131596565247,,"('', '', 'effective', '', '')"
202,Garden,5216,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-17T00:00:00,2021,7,28,Works for me.,Trust the brand. Enough said.,organic reviews,11.96,5,0,0,0,No,trust the brand. enough said.,2021-07-17,5,positive,,,effective,,0.9754391312599182,,"('', '', 'effective', '', '')"
203,Garden,110621,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-04-27T00:00:00,2022,4,17,"Poor little slimey invaders, migrating into your lawn, chewing it...","Poor little slimey invaders, migrating into your lawn, chewing it up and creating dirty brown patch holes everywhere. If this product does its job, it can make your lawn beautiful again. Dont let snails and slugs destroy your beautiful garden.",organic reviews,13.97,5,0,0,0,No,"poor little slimey invaders, migrating into your lawn, chewing it up and creating dirty brown patch holes everywhere. if this product does its job, it can make your lawn beautiful again. dont let snails and slugs destroy your beautiful garden.",2022-04-27,40,negative,,efficient,effective,,0.9314769506454468,,"('', 'efficient', 'effective', '', '')"
204,Garden,72186,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-01-12T00:00:00,2022,1,2,Does not cover the square footage posted on the box...,Does not cover the square footage posted on the box plus 1/4 of the box is kind of a power instead of granules.,organic reviews,11.96,3,0,0,1,No,does not cover the square footage posted on the box plus 1/4 of the box is kind of a power instead of granules.,2022-01-12,23,negative,,,,,0.40058645606040955,other,"('', '', '', '', 'other')"
205,Garden,75056,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-03-01T00:00:00,2022,3,9,Works fast,"After one application slugs are no where to be found, Great product",organic reviews,11.96,5,0,0,0,No,"after one application slugs are no where to be found, great product",2022-03-01,12,positive,,efficient,effective,ease of use,0.9976730942726135,,"('', 'efficient', 'effective', 'ease of use', '')"
206,Garden,72182,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-01-06T00:00:00,2022,1,1,This product really works....,This product really works.,organic reviews,7.97,4,0,0,0,No,this product really works.,2022-01-06,4,positive,,efficient,effective,ease of use,0.9984430074691772,,"('', 'efficient', 'effective', 'ease of use', '')"
207,Garden,120014,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-05-09T00:00:00,2022,5,19,Effective,Apply early in the spring when the plants just start to break ground.,organic reviews,12.46,5,0,0,0,No,apply early in the spring when the plants just start to break ground.,2022-05-09,13,neutral,,efficient,effective,ease of use,0.9933714270591736,,"('', 'efficient', 'effective', 'ease of use', '')"
208,Garden,100237,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-19T00:00:00,2022,4,16,Product works great....,Product works great.,organic reviews,7.97,5,0,0,0,No,product works great.,2022-04-19,3,positive,,efficient,effective,ease of use,0.9984984993934631,,"('', 'efficient', 'effective', 'ease of use', '')"
209,Garden,141487,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-01T00:00:00,2022,6,22,Works well to keep slug out of my garden. No...,"Works well to keep slug out of my garden. No issues with snails that I ever saw. Turns into a fuzzy, moldie nuggets after getting wet in my vegetable boxes.",organic reviews,13.97,3,0,0,0,No,"works well to keep slug out of my garden. no issues with snails that i ever saw. turns into a fuzzy, moldie nuggets after getting wet in my vegetable boxes.",2022-06-01,30,positive,,efficient,effective,,0.9981284737586975,,"('', 'efficient', 'effective', '', '')"
210,Garden,141485,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-15T00:00:00,2022,6,24,"Unfortunately, this product did not work for me. The next...","Unfortunately, this product did not work for me. The next morning I could see the slimy slug trails right through the product, and my marigolds are still being eaten.",organic reviews,13.97,1,0,0,0,No,"unfortunately, this product did not work for me. the next morning i could see the slimy slug trails right through the product, and my marigolds are still being eaten.",2022-06-15,29,negative,cost,,,,0.7158445119857788,,"('cost', '', '', '', '')"
211,Garden,5387,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-11-16T00:00:00,2021,11,46,New active ingredient,Does not kill slugs and snail. But animal safe.,organic reviews,11.96,1,0,0,0,No,does not kill slugs and snail. but animal safe.,2021-11-16,9,neutral,cost,efficient,,ease of use,0.871184766292572,,"('cost', 'efficient', '', 'ease of use', '')"
212,Garden,68063,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-06-28T00:00:00,2021,6,26,Happy so far.,"I cant speak to the products effectiveness as I have just purchased the product. But the product comes in a convenient container that I easily use to shake along the ridge cap. It also has  a nice child resistant lid that easily comes off with a flat head screwdriver but cant be removed with just hands.""This review was collected as part of a promotion, and the opinions are my own.""",organic reviews,12.88,5,0,0,0,Yes,"i cant speak to the products effectiveness as i have just purchased the product. but the product comes in a convenient container that i easily use to shake along the ridge cap. it also has  a nice child resistant lid that easily comes off with a flat head screwdriver but cant be removed with just hands.""this review was collected as part of a promotion, and the opinions are my own.""",2021-06-28,71,positive,,,,ease of use,0.9618216753005981,,"('', '', '', 'ease of use', '')"
213,Garden,14398,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-24T00:00:00,2021,6,25,"Product works as well as other snail granules, however, ...","Product works as well as other snail granules, however,  I hate the box its  in..it ends up collapsing  and makes it difficult to sprinkle Product out.  Need to pour into a cup then sprinkle around plants.",organic reviews,7.64,3,0,0,0,No,"product works as well as other snail granules, however,  i hate the box its  in..it ends up collapsing  and makes it difficult to sprinkle product out.  need to pour into a cup then sprinkle around plants.",2021-06-24,40,negative,,,effective,,0.9026153087615967,,"('', '', 'effective', '', '')"
214,Garden,14465,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-07-24T00:00:00,2021,7,29,It took a night to kill all the snails in my garden-about 30 of them. I used the whole box and sp...,"It took a night to kill all the snails in my garden-about 30 of them. I used the whole box and spread the bait all over the garden. Worked like a charm. Switched the sprinklers timer to morning as well....evening watering may have encouraged those guys to multiply overnight...so far, absolutely so good a couple of weeks after the annihilation.",organic reviews,7.64,5,0,0,0,No,"it took a night to kill all the snails in my garden-about 30 of them. i used the whole box and spread the bait all over the garden. worked like a charm. switched the sprinklers timer to morning as well....evening watering may have encouraged those guys to multiply overnight...so far, absolutely so good a couple of weeks after the annihilation.",2021-07-24,60,positive,,efficient,effective,,0.9949612021446228,,"('', 'efficient', 'effective', '', '')"
215,Garden,90135,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-14T00:00:00,2022,4,15,First application doesnt seen to have had much effect....,First application doesnt seen to have had much effect.,organic reviews,23.97,3,0,0,0,No,first application doesnt seen to have had much effect.,2022-04-14,9,negative,,,,,0.329051673412323,other,"('', '', '', '', 'other')"
216,Garden,140203,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-05T00:00:00,2022,6,22,Effective snail control,Not effected by water!,organic reviews,25.98,5,0,0,0,No,not effected by water!,2022-06-05,4,neutral,,efficient,,ease of use,0.8230035901069641,,"('', 'efficient', '', 'ease of use', '')"
217,Garden,141502,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-08T00:00:00,2022,6,23,The only product Ive ever used that Kills slugs. ...,The only product Ive ever used that Kills slugs.  My garden is beautiful thanks to Corrys!,organic reviews,23.97,5,0,0,0,No,the only product ive ever used that kills slugs.  my garden is beautiful thanks to corrys!,2022-06-08,17,positive,cost,efficient,effective,,0.9912592768669128,,"('cost', 'efficient', 'effective', '', '')"
218,Garden,140210,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-24T00:00:00,2022,6,25,bugs begone,must be working fine have not seen any evidence of leaf damage or dead snails or slugs,organic reviews,25.98,5,0,0,0,No,must be working fine have not seen any evidence of leaf damage or dead snails or slugs,2022-06-24,17,neutral,,efficient,effective,,0.9889056086540222,,"('', 'efficient', 'effective', '', '')"
219,Garden,73128,1.75 lbs. Slug and Snail Killer,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-02-15T00:00:00,2022,2,7,Corrys does a decent job of removing slugs and snails....,Corrys does a decent job of removing slugs and snails.,organic reviews,7.97,4,0,0,0,No,corrys does a decent job of removing slugs and snails.,2022-02-15,10,neutral,,efficient,effective,,0.9984843730926514,,"('', 'efficient', 'effective', '', '')"
220,Garden,141480,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-01T00:00:00,2022,6,22,Work fast and stay away snail from the house...,Work fast and stay away snail from the house,organic reviews,13.97,5,0,0,0,No,work fast and stay away snail from the house,2022-06-01,9,neutral,,efficient,effective,,0.9473540782928467,,"('', 'efficient', 'effective', '', '')"
221,Garden,5243,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-10-02T00:00:00,2021,10,39,Effective Against Slugs,"VERY effective against slugs. I live in Florida and was overrun, two applications of Slug and Snail Killer solved the problem. And its completely non-toxic to everything but slugs/snails. Highly recommended. Only 4 stars because there was a lot of unusable dust in my last two boxes.",organic reviews,11.96,4,0,0,1,No,"very effective against slugs. i live in florida and was overrun, two applications of slug and snail killer solved the problem. and its completely non-toxic to everything but slugs/snails. highly recommended. only 4 stars because there was a lot of unusable dust in my last two boxes.",2021-10-02,47,positive,,efficient,effective,,0.9683493375778198,,"('', 'efficient', 'effective', '', '')"
222,Garden,5321,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-06-24T00:00:00,2021,6,25,Not working,"We bought this for our veggies Garden, but is.clearly not working! Slugs keep showing up",organic reviews,11.96,3,0,0,0,No,"we bought this for our veggies garden, but is.clearly not working! slugs keep showing up",2021-06-24,15,negative,,,,,0.6229318976402283,other,"('', '', '', '', 'other')"
223,Garden,141505,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-19T00:00:00,2022,6,24,it really works thank you...,it really works thank you,organic reviews,23.97,5,0,0,0,No,it really works thank you,2022-06-19,5,positive,,efficient,effective,ease of use,0.997212827205658,,"('', 'efficient', 'effective', 'ease of use', '')"
224,Garden,14658,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/t/203636434,Homedepot,Corrys,203636434,203636436,Yes,2021-06-02T00:00:00,2021,6,22,This product works great sprinkle a handful at the base...,This product works great sprinkle a handful at the base of the plants and within 1-2 days snails are dead.,organic reviews,11.96,5,0,0,0,No,this product works great sprinkle a handful at the base of the plants and within 1-2 days snails are dead.,2021-06-02,20,positive,,efficient,effective,ease of use,0.9992294311523438,,"('', 'efficient', 'effective', 'ease of use', '')"
225,Garden,14695,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-09T00:00:00,2021,6,23,Very effective.  Easy to apply.  Snails disappear within a day or two.  You will find their empty...,Very effective.  Easy to apply.  Snails disappear within a day or two.  You will find their empty shells laying around.,organic reviews,7.64,5,0,0,0,No,very effective.  easy to apply.  snails disappear within a day or two.  you will find their empty shells laying around.,2021-06-09,23,positive,,efficient,effective,ease of use,0.9957337975502014,,"('', 'efficient', 'effective', 'ease of use', '')"
226,Garden,5229,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-08-31T00:00:00,2021,8,35,Works well,Ive used Corrys in the past and it works as well if not better than the higher price stuff.,organic reviews,11.96,5,0,0,0,No,ive used corrys in the past and it works as well if not better than the higher price stuff.,2021-08-31,19,positive,cost,efficient,effective,ease of use,0.99769127368927,,"('cost', 'efficient', 'effective', 'ease of use', '')"
227,Garden,5288,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-09-07T00:00:00,2021,9,36,Can see the effect after just one night.,"I didnt know the exact targets of the slugs, so I spread this to entire backyard. In the next morning after I applied this, I can see 20 slugs lying on the grass (I used to see just one or two every week). They didnt have chance to get back to their nest to die.",organic reviews,11.96,5,0,0,0,No,"i didnt know the exact targets of the slugs, so i spread this to entire backyard. in the next morning after i applied this, i can see 20 slugs lying on the grass (i used to see just one or two every week). they didnt have chance to get back to their nest to die.",2021-09-07,55,negative,cost,efficient,effective,,0.9977438449859619,,"('cost', 'efficient', 'effective', '', '')"
228,Garden,5306,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-08-13T00:00:00,2021,8,32,Product not easy to use.,Product not easy to use as the dispensing box completely fell apart and all the pellets went everywhere. I had to dgather them up and tape the dispenser box/container together and funnel the pellets back in it. I would suggest another product so you dont try to sprinkle a few pellets and end up with them all coming out at once.,organic reviews,11.96,1,0,0,0,No,product not easy to use as the dispensing box completely fell apart and all the pellets went everywhere. i had to dgather them up and tape the dispenser box/container together and funnel the pellets back in it. i would suggest another product so you dont try to sprinkle a few pellets and end up with them all coming out at once.,2021-08-13,61,negative,,,,,0.6892982721328735,other,"('', '', '', '', 'other')"
229,Garden,131581,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-19T00:00:00,2022,5,20,It helps get rid of snails. It also helps the...,It helps get rid of snails. It also helps the plants stay alive.,organic reviews,13.97,5,0,0,0,No,it helps get rid of snails. it also helps the plants stay alive.,2022-05-19,13,positive,,efficient,effective,,0.9974033236503601,,"('', 'efficient', 'effective', '', '')"
230,Garden,141446,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-22T00:00:00,2022,6,25,Good Slug bait,I have used Corrys in the past and am very satisfied with the product.,organic reviews,7.97,5,0,0,0,No,i have used corrys in the past and am very satisfied with the product.,2022-06-22,14,positive,,efficient,effective,ease of use,0.9906495213508606,,"('', 'efficient', 'effective', 'ease of use', '')"
231,Garden,140196,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-12T00:00:00,2022,6,23,"id recommend, dont try the flavor!!!!!","i like the product because it does the job!!!! thank you, dbk",organic reviews,25.98,5,0,0,0,No,"i like the product because it does the job!!!! thank you, dbk",2022-06-12,12,positive,,efficient,effective,ease of use,0.9968329668045044,,"('', 'efficient', 'effective', 'ease of use', '')"
232,Garden,90133,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-16T00:00:00,2022,4,15,Corrys slug,It doesnt last in the water.  It dissolve with the water contact and yo have to apply every day,organic reviews,23.97,2,0,0,0,No,it doesnt last in the water.  it dissolve with the water contact and yo have to apply every day,2022-04-16,20,neutral,cost,,,,0.8152507543563843,,"('cost', '', '', '', '')"
233,Garden,131610,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-05-19T00:00:00,2022,5,20,Slug killer,Not sure if it works.,organic reviews,23.97,1,0,0,0,No,not sure if it works.,2022-05-19,5,negative,,,,,0.6370143294334412,other,"('', '', '', '', 'other')"
234,Garden,131565,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-25T00:00:00,2022,5,21,Pretty Decent product snails are declining rapidly...,Pretty Decent product snails are declining rapidly,organic reviews,7.97,5,0,0,0,No,pretty decent product snails are declining rapidly,2022-05-25,7,negative,,,effective,,0.8901947736740112,,"('', '', 'effective', '', '')"
235,Garden,140202,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-19T00:00:00,2022,6,24,Easy to use,"I bought this snail killer because I have garden snails that eat my lily buds. I scattered it about the garden and have not had any more losses of the buds. I followed the instructions and appied a second dose after several nights of heavy rain. So far,so good!",organic reviews,25.98,5,0,0,0,No,"i bought this snail killer because i have garden snails that eat my lily buds. i scattered it about the garden and have not had any more losses of the buds. i followed the instructions and appied a second dose after several nights of heavy rain. so far,so good!",2022-06-19,49,negative,cost,efficient,effective,ease of use,0.9984350800514221,,"('cost', 'efficient', 'effective', 'ease of use', '')"
236,Garden,131554,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-12T00:00:00,2022,5,19,Kills slugs,It kills the slugs.It is easy to apply with a spreader.,organic reviews,7.97,5,0,0,0,No,it kills the slugs.it is easy to apply with a spreader.,2022-05-12,11,neutral,cost,efficient,effective,ease of use,0.9991042613983154,,"('cost', 'efficient', 'effective', 'ease of use', '')"
237,Garden,14472,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-07-06T00:00:00,2021,7,27,Worked like a charm. My garden was infested with Slugs...,"Worked like a charm. My garden was infested with Slugs and Snails. Just in one application, I dont see them anywhere!",organic reviews,7.64,5,0,0,0,No,"worked like a charm. my garden was infested with slugs and snails. just in one application, i dont see them anywhere!",2021-07-06,21,negative,,efficient,effective,,0.995672345161438,,"('', 'efficient', 'effective', '', '')"
238,Garden,120013,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-05-09T00:00:00,2022,5,19,Seems to faid away quicker,I have more holes in my hostas usi ng this product. Yet it still works,organic reviews,12.46,4,0,0,0,No,i have more holes in my hostas usi ng this product. yet it still works,2022-05-09,15,negative,,,effective,,0.9925501346588135,,"('', '', 'effective', '', '')"
239,Garden,141483,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-22T00:00:00,2022,6,25,Seems to have worked to get rid of my slugs...,Seems to have worked to get rid of my slugs,organic reviews,13.97,5,0,0,0,No,seems to have worked to get rid of my slugs,2022-06-22,10,neutral,,efficient,effective,,0.9987462162971497,,"('', 'efficient', 'effective', '', '')"
240,Garden,66791,Corry’s Slug & Snail Killer 1.75lb,https://www.walmart.com//ip/Corry-s-Ready-to-Use-Pellets-Slug-and-Snail-Killer-1-75-lbs/35610011?selected=true,Walmart,Corrys,35610011,35610011,No,2021-08-10T00:00:00,2021,8,32,pretty good.,[This review was collected as part of a promotion.] I received this for free from influenster to use and give my honest review. we had a bad grub or slug infestation in both front and back yard. it was horrible. we tried other products last year and didnt have any luck. we used Corrys this time. it helped a little bit. but I still had to have my yard professionally treated. could have just been that our problem was too bad. and possibly our yard was to big. it did work a little bit tho..,organic reviews,8.14,4,0,0,0,Yes,[this review was collected as part of a promotion.] i received this for free from influenster to use and give my honest review. we had a bad grub or slug infestation in both front and back yard. it was horrible. we tried other products last year and didnt have any luck. we used corrys this time. it helped a little bit. but i still had to have my yard professionally treated. could have just been that our problem was too bad. and possibly our yard was to big. it did work a little bit tho..,2021-08-10,95,negative,cost,efficient,effective,,0.9878411293029785,,"('cost', 'efficient', 'effective', '', '')"
241,Garden,100238,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-19T00:00:00,2022,4,16,I use Corrys slug and snail killer as my back...,I use Corrys slug and snail killer as my back up as I usually hand collect as many snails as I can and dispose of in trash.  Corrys is easy to apply and I try to keep it underneath plants so my pets arent eating it.  Corrys does the job.,organic reviews,7.97,4,0,0,0,No,i use corrys slug and snail killer as my back up as i usually hand collect as many snails as i can and dispose of in trash.  corrys is easy to apply and i try to keep it underneath plants so my pets arent eating it.  corrys does the job.,2022-04-19,52,neutral,cost,efficient,effective,ease of use,0.998730480670929,,"('cost', 'efficient', 'effective', 'ease of use', '')"
242,Garden,14475,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-09T00:00:00,2021,6,23,It seems to be killing the snails and slugs that have been eating and suckling on my plants,It seems to be killing the snails and slugs that have been eating and suckling on my plants,organic reviews,7.64,5,0,0,0,No,it seems to be killing the snails and slugs that have been eating and suckling on my plants,2021-06-09,18,negative,,efficient,effective,,0.9988381862640381,,"('', 'efficient', 'effective', '', '')"
243,Garden,140215,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-11T00:00:00,2022,6,23,This stuff is amazing.,"Slugs were eating everything in my vegetable garden, especially my pepper plants and lettuce. I put pans of beer out to catch slugs. Every morning I would wake up to find the pans filled with dead slugs. That was very satisfying, but my plants were still being eaten. I bought this product. Spread it around. Went out two nights later to check for slugs. No slugs. Went out again the next night, no slugs. I really cant believe how well it worked. The pans of beer are still there, but no slugs are in there either. Really amazing product.",organic reviews,25.98,5,0,0,0,No,"slugs were eating everything in my vegetable garden, especially my pepper plants and lettuce. i put pans of beer out to catch slugs. every morning i would wake up to find the pans filled with dead slugs. that was very satisfying, but my plants were still being eaten. i bought this product. spread it around. went out two nights later to check for slugs. no slugs. went out again the next night, no slugs. i really cant believe how well it worked. the pans of beer are still there, but no slugs are in there either. really amazing product.",2022-06-11,99,negative,cost,efficient,effective,ease of use,0.9967029094696045,,"('cost', 'efficient', 'effective', 'ease of use', '')"
244,Garden,140204,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-10T00:00:00,2022,6,23,grat product,works perfect,organic reviews,25.98,5,0,0,0,No,works perfect,2022-06-10,2,positive,,efficient,effective,ease of use,0.9987127780914307,,"('', 'efficient', 'effective', 'ease of use', '')"
245,Garden,100244,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-04-20T00:00:00,2022,4,16,Work Great,I have been at war with snails for four years and now i am winning the war.Corrys works very well.,organic reviews,13.97,5,0,0,0,No,i have been at war with snails for four years and now i am winning the war.corrys works very well.,2022-04-20,20,positive,,efficient,effective,,0.9960457682609558,,"('', 'efficient', 'effective', '', '')"
246,Garden,120015,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-05-07T00:00:00,2022,5,18,Put you mind at ease,Look up LD50 ferric sulphate to learn about the action and safety of the chemical in this product,organic reviews,12.46,5,0,0,0,No,look up ld50 ferric sulphate to learn about the action and safety of the chemical in this product,2022-05-07,18,neutral,,,,,0.33929699659347534,other,"('', '', '', '', 'other')"
247,Garden,77091,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-03-16T00:00:00,2022,3,11,"They eat curl up in their shell and die, die,...","They eat curl up in their shell and die, die, deadIts that simple.",organic reviews,13.97,4,0,0,0,No,"they eat curl up in their shell and die, die, deadits that simple.",2022-03-16,13,negative,,efficient,effective,ease of use,0.9953610301017761,,"('', 'efficient', 'effective', 'ease of use', '')"
248,Garden,5374,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-13T00:00:00,2021,7,28,The product is good,"The product is good, the price is reasonable, the delivery is fast. The packaging is bad: the cardboard box was torn and its contents were partially poured into a plastic bag. The remedy works perfectly: the slugs began to die on the second day after using this remedy.",organic reviews,11.96,5,0,0,1,No,"the product is good, the price is reasonable, the delivery is fast. the packaging is bad: the cardboard box was torn and its contents were partially poured into a plastic bag. the remedy works perfectly: the slugs began to die on the second day after using this remedy.",2021-07-13,48,positive,,efficient,effective,ease of use,0.9990638494491577,,"('', 'efficient', 'effective', 'ease of use', '')"
249,Garden,73129,1.75 lbs. Slug and Snail Killer,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-02-08T00:00:00,2022,2,6,I applied the product just two days ago. I thought...,I applied the product just two days ago. I thought that it would be unreasonable to expect results in that length of time.  Therefore I would prefer to give it a little more time to work before comment on its performance.,organic reviews,7.97,1,0,0,0,No,i applied the product just two days ago. i thought that it would be unreasonable to expect results in that length of time.  therefore i would prefer to give it a little more time to work before comment on its performance.,2022-02-08,42,neutral,,,,,0.48460260033607483,other,"('', '', '', '', 'other')"
250,Garden,2484,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2021-10-14T00:00:00,2021,10,41,works great,I have so many slugs and I bought this hoping it would get rid of them. Well It sure did. I am a firm beleiver in this product. With in 2 days NO slugs what so ever.,organic reviews,7.48,5,0,0,0,No,i have so many slugs and i bought this hoping it would get rid of them. well it sure did. i am a firm beleiver in this product. with in 2 days no slugs what so ever.,2021-10-14,37,negative,cost,efficient,effective,ease of use,0.9978073239326477,,"('cost', 'efficient', 'effective', 'ease of use', '')"
251,Garden,150073,Corry’s Slug & Snail Killer 6lb,https://www.walmart.com//ip/Corry-s-Ready-to-Use-Pellets-Slug-and-Snail-Killer-6-lbs/34153434?selected=true,Walmart,Corrys,34153434,34153434,No,2022-05-18T00:00:00,2022,5,20,bird food,"I put this out and around , slugs use it to get a better reach up . The Blue Jays gather it up every time I put it out , I have no idea why . I much prefer the old mix .",syndicated reviews,26.0,2,0,0,0,No,"i put this out and around , slugs use it to get a better reach up . the blue jays gather it up every time i put it out , i have no idea why . i much prefer the old mix .",2022-05-18,43,neutral,,,effective,,0.8572850227355957,,"('', '', 'effective', '', '')"
