,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost,ease of use,effective,efficient
4434,Garden,49828,"Pennington Smart Patch Tall Fescue Mix, 5 lb",http://www.homedepot.com/p/t/317713418,Homedepot,Pennington Grass,317713418,317713418,No,2021-10-21T00:00:00,2021,10,42,Making Patches Easy,[This review was collected as part of a promotion.] I used the Pennington Smart Patch Tall fescue mix this season and it made patching easy.  I would use the metal rack to clear the area of any dead grass and scratch the dirt.  Next I would use the smart patch mix directly on the dirt.  The mix works as a top soil and seed.  Within two weeks with continuous water per the instructions and I started to see the grass sprouting.  This is the only way to handle patches and is so simple.,syndicated reviews,0,5,1,0,0,Yes,[this review was collected as part of a promotion.] i used the pennington smart patch tall fescue mix this season and it made patching easy.  i would use the metal rack to clear the area of any dead grass and scratch the dirt.  next i would use the smart patch mix directly on the dirt.  the mix works as a top soil and seed.  within two weeks with continuous water per the instructions and i started to see the grass sprouting.  this is the only way to handle patches and is so simple.,10/21/2021,98,,,,,
16609,Garden,110183,"Pennington Smart Patch Tall Fescue Mix, 5 lb",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713418,317713416,Yes,2022-04-28T00:00:00,2022,4,17,Looks like good grass seed,The Pennington Smart Patch Grass Seed comes encased within Mulch and Fertilizer. I got a 10 pound bag and scattered the seed over several areas of bare ground. Some of the places are where the dogs urinate and its been hard to grow grass in those spots no matter what I do. Im looking forward to these seeds sprouting so I can see how they stand up.,organic reviews,0,5,4,0,0,No,the pennington smart patch grass seed comes encased within mulch and fertilizer. i got a 10 pound bag and scattered the seed over several areas of bare ground. some of the places are where the dogs urinate and its been hard to grow grass in those spots no matter what i do. im looking forward to these seeds sprouting so i can see how they stand up.,4/28/2022,67,,,,,
13577,Garden,78250,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026386,312026384,Yes,2022-03-22T00:00:00,2022,3,12,Birds left some of the seeds. Apparently mix not great...,Birds left some of the seeds. Apparently mix not great ravishing for them.,organic reviews,12.98,4,0,0,0,No,birds left some of the seeds. apparently mix not great ravishing for them.,3/22/2022,13,,,,,
25644,Garden,141576,Sevin Concentrate Bug Killer 32 oz.,http://www.homedepot.com/p/303593722,Homedepot,GardenTech,303593798,303593722,Yes,2022-06-22T00:00:00,2022,6,25,Insect killer,Works well but you have to use the whole bottle. Also I like that its pet & plant friendly.,organic reviews,14.97,4,0,0,0,No,works well but you have to use the whole bottle. also i like that its pet & plant friendly.,6/22/2022,19,,,,,
22698,Garden,134685,Sevin Insect Killer Dust 1 lb. ,https://www.lowes.com/pd/Sevin-5-Dust-1-lb-Garden-Insect-Killer/5000198919,Lowes,GardenTech,5000198919,5000198919,No,2022-05-16T00:00:00,2022,5,20,No Insects,"[This review was collected as part of a promotion.] I have a little pot plant of peppers in my backyard that Ive been getting small aphids on every year. Once the play started getting bigger, I started using the Sevin Insect Killer Dust and have not seen any aphids so far. Id certainly say this is working very well but am still a little leary about the chemicals it may or may not have.",syndicated reviews,6.28,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i have a little pot plant of peppers in my backyard that ive been getting small aphids on every year. once the play started getting bigger, i started using the sevin insect killer dust and have not seen any aphids so far. id certainly say this is working very well but am still a little leary about the chemicals it may or may not have.",5/16/2022,74,,,,,
12183,Garden,74098,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026384,312026384,No,2022-02-23T00:00:00,2022,2,8,Its good quality bird food with affordable price....,Its good quality bird food with affordable price.,organic reviews,23.48,5,0,0,0,No,its good quality bird food with affordable price.,2/23/2022,8,,,,,
22926,Garden,134932,Sevin Ready to Use  5% Dust 1 lb. 3-Pack,https://www.lowes.com/pd/Sevin-5-Dust-1-lb-Garden-Insect-Killer-3-Pack/1000481173,Lowes,GardenTech,1000481173,1000481173,No,2022-05-24T00:00:00,2022,5,21,Easy effective bug killer,[This review was collected as part of a promotion.] This is very easy to spread in my garden. It doesnt leave a mess and didnt seem to impact my plants after putting it on. I havent seen any infestation of bugs on my pants.,syndicated reviews,14.98,4,0,0,0,Yes,[this review was collected as part of a promotion.] this is very easy to spread in my garden. it doesnt leave a mess and didnt seem to impact my plants after putting it on. i havent seen any infestation of bugs on my pants.,5/24/2022,44,,,,,
28392,Garden,150304,Pennington Southwest Classic Wild Bird Feed 40 lbs.,https://www.walmart.com//ip/Pennington-Year-Round-Southwest-Blend-Wild-Bird-Feed-40-lbs/407156761?selected=true,Walmart,Pennington Bird,407156761,407156761,Yes,2022-06-22T00:00:00,2022,6,25,Good seed...happy birds,"Living way out in the country, we feed 50-100 wild birds a day including some migratory species. The birds LOVE these seeds. I go through 20 pounds every 3 days",organic reviews,22.47,5,0,0,0,No,"living way out in the country, we feed 50-100 wild birds a day including some migratory species. the birds love these seeds. i go through 20 pounds every 3 days",6/22/2022,30,,,,,
6146,Garden,65899,"Pennington Smart Patch Dense Shade Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Dense-Shade-5-LB/5005478563,Lowes,Pennington Grass,5005478563,5005478563,Yes,2021-10-23T00:00:00,2021,10,42,Results Look Great Already,[This review was collected as part of a promotion.] Its been just two weeks and the spot where I used the Pennington Smart Patch is already looking great.  The mix was easy to apply and the instructions are simple.  Im happy to see how quickly its working and how much better the spot looks.,syndicated reviews,16.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] its been just two weeks and the spot where i used the pennington smart patch is already looking great.  the mix was easy to apply and the instructions are simple.  im happy to see how quickly its working and how much better the spot looks.,10/23/2021,56,,,,,
23516,Garden,135572,"Pennington Smart Patch Sun & Shade Mix, 30 lb",https://www.lowes.com/pd/Pennington-Smart-Patch-30-lbs-Sun-and-Shade-Lawn-Repair-Mix/5013046123,Lowes,Pennington Fertilizer,5013046123,5013046123,Yes,2022-05-15T00:00:00,2022,5,19,Too much mulch,I bought a container of this a few weeks ago and used it in certain spots and the spots are not even fully grown in yet. I feel there is way too much mulch in this product where it looks like a layer of sawdust in the spots. Was hoping for better results.,organic reviews,44.98,1,0,0,1,No,i bought a container of this a few weeks ago and used it in certain spots and the spots are not even fully grown in yet. i feel there is way too much mulch in this product where it looks like a layer of sawdust in the spots. was hoping for better results.,5/15/2022,53,,,,,
22428,Garden,134391,Sevin Ready-to-Use 1 gal.,https://www.lowes.com/pd/Sevin-1-Gallon-Garden-Insect-Killer/50261725,Lowes,GardenTech,50261725,50261725,No,2022-05-26T00:00:00,2022,5,21,So far so good!,[This review was collected as part of a promotion.] Just started my garden and I have been using this product. No insects so I think this is getting the job done!,syndicated reviews,16.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] just started my garden and i have been using this product. no insects so i think this is getting the job done!,5/26/2022,31,,,,,
6108,Garden,65861,"Pennington Smart Patch Dense Shade Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Dense-Shade-5-LB/5005478563,Lowes,Pennington Grass,5005478563,5005478563,Yes,2021-11-14T00:00:00,2021,11,45,Work in the shade,"[This review was collected as part of a promotion.] I received this product and tried it in the back of the yard where the trees over hang the fence and their is not a great deal of sun.  It worked.  Now I have a bit more grass to mow, but the lawn is even and looks great",syndicated reviews,16.98,4,0,0,0,Yes,"[this review was collected as part of a promotion.] i received this product and tried it in the back of the yard where the trees over hang the fence and their is not a great deal of sun.  it worked.  now i have a bit more grass to mow, but the lawn is even and looks great",11/14/2021,59,,,,,
6509,Garden,66347,Pennington Classic Wild Bird Feed 20lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-20-lb-Bag/17256227?selected=true,Walmart,Pennington Bird,17256227,16794608,Yes,2021-07-21T00:00:00,2021,7,29,Love!! Super fast delivery,Great price. It was delivered next day! Birds like it. Better price than Amazon,organic reviews,10.97,5,0,0,0,No,great price. it was delivered next day! birds like it. better price than amazon,7/21/2021,14,,,,,
24041,Garden,136153,Smart Seed Dense Shade Mixture 7lb bag,https://www.lowes.com/pd/Pennington-Smart-Seed-Dense-Shade-7-lb-Mixture-Blend-Grass-Seed/5013148065,Lowes,Pennington Grass,5013148065,5013148065,Yes,2022-05-26T00:00:00,2022,5,21,Nice fertilizer,[This review was collected as part of a promotion.] We used this in our backyard along our fence line where theres no grass. We have a 6 foot wood fence and our dogs like to run the perimeter therefore leaving that area very sparse of grass. It took some time but we now have grass growing in there! Im excited! Its going to look so much better!,syndicated reviews,38.88,5,0,0,0,Yes,[this review was collected as part of a promotion.] we used this in our backyard along our fence line where theres no grass. we have a 6 foot wood fence and our dogs like to run the perimeter therefore leaving that area very sparse of grass. it took some time but we now have grass growing in there! im excited! its going to look so much better!,5/26/2022,67,,,,,
11584,Garden,73247,11 lbs. Premium Black Oil Sunflower Bird Seed Bucket,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026401,312026381,Yes,2022-02-01T00:00:00,2022,2,5,Best bird seed around and squirrels like it too! Nicely...,Best bird seed around and squirrels like it too! Nicely priced.,organic reviews,20.98,5,0,0,0,No,best bird seed around and squirrels like it too! nicely priced.,2/1/2022,11,,,,,
8618,Garden,68490,AMDRO Fire Ant Bait,https://www.homedepot.com/p/AMDRO-1-lb-Fire-Ant-Killer-Bait-100099070/100327315,Homedepot,Amdro,100327315,305448173,Yes,2021-09-22T00:00:00,2021,9,38,Product worked great!  Applied one dose per label directions...,Product worked great!  Applied one dose per label directions and ants were dead within 24 hours.,organic reviews,14.36,5,0,0,0,No,product worked great!  applied one dose per label directions and ants were dead within 24 hours.,9/22/2021,17,,,,,
1623,Garden,11720,Alaska 0-10-10 Morbloom Fertilizer 32 oz bottle (concentrate),http://www.homedepot.com/p/t/202817750,Homedepot,Pennington Fertilizer,202817750,202817750,Yes,2021-06-09T00:00:00,2021,6,23,Works well for improving bloom size and quantity. I use in combination with Alaska fish fertilizer.,Works well for improving bloom size and quantity. I use in combination with Alaska fish fertilizer.,organic reviews,7.48,5,0,0,0,No,works well for improving bloom size and quantity. i use in combination with alaska fish fertilizer.,6/9/2021,16,,,,,
12,Garden,162,AMDRO Fire Ant Bait 1lb,https://www.amazon.com/dp/B000HJDG0U,Amazon,Amdro,B000HJDG0U,B000HJDG0U,No,2021-06-04T00:00:00,2021,6,22,Works,Works for me after one application.,organic reviews,12.48,5,0,0,0,No,works for me after one application.,6/4/2021,6,,,,,
10164,Garden,70861,Pennington Select Black Oil Sunflower Seed 40lb,https://www.walmart.com//ip/Pennington-Select-Black-Oil-Sunflower-Seed-Wild-Bird-Feed-40-lb-Bag/46855890?selected=true,Walmart,Pennington Bird,46855890,44496029,Yes,2021-12-20T00:00:00,2021,12,51,Great product and price,"Have been ordering this for years.  Walmart delivers it at the same price as in the store.  No problems with the shipping.  Pennington seed adds healthy vitamins to the seed.  Will continue to order, as price is better than elsewhere.",organic reviews,24.98,5,0,0,0,No,"have been ordering this for years.  walmart delivers it at the same price as in the store.  no problems with the shipping.  pennington seed adds healthy vitamins to the seed.  will continue to order, as price is better than elsewhere.",12/20/2021,44,,,,,
21476,Garden,133294,Smart Seed Northeast Mixture 7lb bag,http://www.homedepot.com/p/314933296,Homedepot,Pennington Grass,314933293,314933296,Yes,2022-05-12T00:00:00,2022,5,19,You CAN see in the dark,Might even grow in the dark.?.! Worked really well in a FULL shade area of my yard. Only issue I had was some wash out from a strong rain storm about 2 days after planting.  I purchased more to fill in.,organic reviews,25.37,5,0,0,0,No,might even grow in the dark.?.! worked really well in a full shade area of my yard. only issue i had was some wash out from a strong rain storm about 2 days after planting.  i purchased more to fill in.,5/12/2022,42,,,,,
2354,Garden,20144,Sevin Lawn Insect Granules 10 lb.,http://www.homedepot.com/p/t/304779519,Homedepot,GardenTech,304779519,304779519,Yes,2021-09-02T00:00:00,2021,9,35,Mosquitos,"I was recommended this product for my yard, I also read this iI was recommended this product by a home Depot representative For my yard... after doing further research on other sites this is an insect killer for Mosquitoes... after purchase I can not find anywhere on the lake in the 100 insects listed it repels or kills mosquitos... only time will tell",organic reviews,9.98,3,1,0,0,No,"i was recommended this product for my yard, i also read this ii was recommended this product by a home depot representative for my yard... after doing further research on other sites this is an insect killer for mosquitoes... after purchase i can not find anywhere on the lake in the 100 insects listed it repels or kills mosquitos... only time will tell",9/2/2021,63,,,,,
13247,Garden,77286,The Rebels Tall Fescue 3 lb,http://www.homedepot.com/p/314933287,Homedepot,Pennington Grass,314933287,314933287,Yes,2022-03-18T00:00:00,2022,3,11,No germination,"I put down some tall fescue seed but I didnt have enough, so I bought a small bag of this. I prepared the soil, put down seed and lightly covered and applied a small amount of starter fertilizer. The first fescue I put down germinated fine. This has no germination. Environmentally everything is exactly the same. Maybe the bag overheated prior to purchase and sterilized the seed. Its not the cost of seed that bothers me. Its all the wasted effort.",organic reviews,14.17,1,0,0,0,No,"i put down some tall fescue seed but i didnt have enough, so i bought a small bag of this. i prepared the soil, put down seed and lightly covered and applied a small amount of starter fertilizer. the first fescue i put down germinated fine. this has no germination. environmentally everything is exactly the same. maybe the bag overheated prior to purchase and sterilized the seed. its not the cost of seed that bothers me. its all the wasted effort.",3/18/2022,81,,,,,
12298,Garden,74213,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,Expert Gardener,112134279,112134279,Yes,2022-02-22T00:00:00,2022,2,8,Simply Amazing,"I love how fluffy the expert potting mix is. It has a great blend of sphagnum peat moss, and perlite to help drain the water in my plants. I look forward to growing all kinds of flowers with this soil. I also love how the bag shows how much potting soul to use for my pots! I received product reimbursement in exchange formy honest review.",organic reviews,11.97,5,0,0,0,No,"i love how fluffy the expert potting mix is. it has a great blend of sphagnum peat moss, and perlite to help drain the water in my plants. i look forward to growing all kinds of flowers with this soil. i also love how the bag shows how much potting soul to use for my pots! i received product reimbursement in exchange formy honest review.",2/22/2022,65,,,,,
15777,Garden,100372,Pennington Premium 7 lbs. Birder's Seed Blend Bird Food,http://www.homedepot.com/p/312026385,Homedepot,Pennington Bird,312026385,312026385,Yes,2022-04-21T00:00:00,2022,4,16,"Cant say I tried any of it, but, the birds...","Cant say I tried any of it, but, the birds sure liked it.",organic reviews,12.98,5,0,0,0,No,"cant say i tried any of it, but, the birds sure liked it.",4/21/2022,13,,,,,
8880,Garden,68752,Sevin Insect Killer,https://www.homedepot.com/p/Sevin-16-oz-Insect-Killer-Concentrate-100530122/308861793,Homedepot,GardenTech,308861793,303593722,Yes,2021-06-25T00:00:00,2021,6,25,Went on easy no mess.,Went on easy no mess.,organic reviews,12.35,5,0,0,0,No,went on easy no mess.,6/25/2021,5,,,,,
19787,Garden,131327,"Pennington Smart Patch Sun & Shade Mix, 10 lb",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713423,317713416,Yes,2022-05-24T00:00:00,2022,5,21,Recently poured concrete fringe areas,I had bare dirt with a total area of about 125 sq.ft..  I threw down the mix by hand and covered with old bed sheets for about a week.  I watered it daily.  After 1 week I removed sheets to find healthy growth about 1.5 inches.  14 days later it is 2.5 inches and getting thicker.  Amazing coverage. Looks great.  I used a out 3/4 of the bag on the area.,organic reviews,23.81,5,0,0,0,No,i had bare dirt with a total area of about 125 sq.ft..  i threw down the mix by hand and covered with old bed sheets for about a week.  i watered it daily.  after 1 week i removed sheets to find healthy growth about 1.5 inches.  14 days later it is 2.5 inches and getting thicker.  amazing coverage. looks great.  i used a out 3/4 of the bag on the area.,5/24/2022,77,,,,,
9395,Garden,70092,AMDRO Ant Block Home Perimeter Ant Bait 24oz,https://www.amazon.com/dp/B000QDEQ7E,Amazon,Amdro,B000QDEQ7E,B000QDEQ7E,No,2021-12-28T00:00:00,2021,12,52,Only for certain types of ants,Works well for fire ants and other large ants. Worthless for tiny ants-they wont touch it,organic reviews,14.47,3,0,0,0,No,works well for fire ants and other large ants. worthless for tiny ants-they wont touch it,12/28/2021,16,,,,,
22778,Garden,134772,Sevin Ready to Use  5% Dust 1 lb. 3-Pack,https://www.lowes.com/pd/Sevin-5-Dust-1-lb-Garden-Insect-Killer-3-Pack/1000481173,Lowes,GardenTech,1000481173,1000481173,No,2022-05-21T00:00:00,2022,5,20,Seems to do the job,"[This review was collected as part of a promotion.] Its hard to tell this early, but this product seems to be doing what it advertises. I got it more for my lawn than for my garden because the garden is small and has been hit or miss the last few years. We have multiple insect issues in our yard, so Im hoping this will be our fix. So far, I havent noticed as many of the ""offenders"" as I usually do this time of year. Fingers crossed that they continue to be few.",syndicated reviews,14.98,4,0,0,0,Yes,"[this review was collected as part of a promotion.] its hard to tell this early, but this product seems to be doing what it advertises. i got it more for my lawn than for my garden because the garden is small and has been hit or miss the last few years. we have multiple insect issues in our yard, so im hoping this will be our fix. so far, i havent noticed as many of the ""offenders"" as i usually do this time of year. fingers crossed that they continue to be few.",5/21/2022,93,,,,,
27259,Garden,143191,Smart Seed Pennsylvania State Mixture 3lb bag,http://www.homedepot.com/p/314933324,Homedepot,Pennington Grass,314933324,314933324,Yes,2022-06-09T00:00:00,2022,6,23,Reliable and Recommend,Reliable brand of grass seed.  Have used several times and would recommend,organic reviews,16.97,5,0,0,0,No,reliable brand of grass seed.  have used several times and would recommend,6/9/2022,13,,,,,
11973,Garden,73636,"Pennington Select Black Oil Sunflower Seed Wild Bird Feed, 20 lb. Bag",https://www.walmart.com//ip/Pennington-Select-Black-Oil-Sunflower-Seed-Wild-Bird-Feed-20-lb-Bag/44496029?selected=true,Walmart,Pennington Bird,44496029,44496029,Yes,2022-02-08T00:00:00,2022,2,6,Dont buy it online!,I would not buy this product online ever again. It was not like the picture. It was full of pieces of wood.,organic reviews,12.26,1,0,0,0,No,i would not buy this product online ever again. it was not like the picture. it was full of pieces of wood.,2/8/2022,22,,,,,
4941,Garden,56413,Image All-In-One Weed Killer Ready-to-Spray,https://www.lowes.com/pd/IMAGE-All-In-One-24-oz-Lawn-Weed-Killer/999990274,Lowes,Image for Weeds,999990274,999990274,No,2021-07-20T00:00:00,2021,7,29,not that effective,[This review was collected as part of a promotion.] it definitely helped decrease the dandelions in my yard however I still see a lot of the stubborn weeds. I will continue trying it and hopefully will see different results after prolonged use,syndicated reviews,20.98,3,0,0,0,Yes,[this review was collected as part of a promotion.] it definitely helped decrease the dandelions in my yard however i still see a lot of the stubborn weeds. i will continue trying it and hopefully will see different results after prolonged use,7/20/2021,42,,,,,
12675,Garden,75143,Pennington Cedar Bluebird House,https://www.walmart.com//ip/Pennington-Cedar-Bluebird-Wild-Bird-House-1-unit/20713363?selected=true,Walmart,Pennington Bird,20713363,20713363,No,2022-03-03T00:00:00,2022,3,9,Great price for a well-built bird house.,The Bluebird House is made from cedar and solidly constructed. I priced similar houses at twice the price. Bluebirds were checking out the house the day after we put it up.,organic reviews,11.56,5,0,0,0,No,the bluebird house is made from cedar and solidly constructed. i priced similar houses at twice the price. bluebirds were checking out the house the day after we put it up.,3/3/2022,31,,,,,
9139,Garden,69011,Kentucky 31 Tall Fescue,https://www.homedepot.com/p/Pennington-10-lbs-Kentucky-31-Tall-Fescue-Penkoted-Grass-Seed-100521768/204711466,Homedepot,Pennington Grass,204711466,306924565,Yes,2021-11-10T00:00:00,2021,11,45,I used it in dead spots consumed by crabgrass. ...,I used it in dead spots consumed by crabgrass.  It grew well but with onset of cold has not had time to thicken up,organic reviews,21.98,5,0,0,0,No,i used it in dead spots consumed by crabgrass.  it grew well but with onset of cold has not had time to thicken up,11/10/2021,25,,,,,
16189,Garden,100787,Smart Seed Sun & Shade Southern Mixture 7lb bag,https://www.lowes.com/pd/Pennington-Smart-Seed-Mixture-Blend-Grass-Seed/5001461177,Lowes,Pennington Grass,5001461179,5001461179,Yes,2022-04-20T00:00:00,2022,4,16,Good,[This review was collected as part of a promotion.] This product is very good for planting rich green grass.,syndicated reviews,29.68,5,0,0,0,Yes,[this review was collected as part of a promotion.] this product is very good for planting rich green grass.,4/20/2022,19,,,,,
12003,Garden,73666,"Pennington Select Birder's Blend, Wild Bird Seed and Feed, 40 lb. Bag",https://www.walmart.com//ip/Pennington-Select-Birder-s-Blend-Wild-Bird-Seed-and-Feed-40-lb-Bag/44496035?selected=true,Walmart,Pennington Bird,44496035,44496035,Yes,2022-02-13T00:00:00,2022,2,6,Birds like it,Good variety of food and not a lot of millet. Birds like it,organic reviews,31.84,5,0,0,0,No,good variety of food and not a lot of millet. birds like it,2/13/2022,13,,,,,
4014,Garden,49406,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",http://www.homedepot.com/p/t/317713416,Homedepot,Pennington Grass,317713416,317713416,No,2021-10-26T00:00:00,2021,10,43,What An Easy Way to Seed,[This review was collected as part of a promotion.] Very simple process. I like how the seed is all in one with fertilizer. Just sprinkle on after you water and rough up the area to be filled in. I planted right after a nice rain and Fall is the perfect time to do so. I will report back as the grass continues to grow and post photos. This stuff is easy to use.,syndicated reviews,0,5,0,0,0,Yes,[this review was collected as part of a promotion.] very simple process. i like how the seed is all in one with fertilizer. just sprinkle on after you water and rough up the area to be filled in. i planted right after a nice rain and fall is the perfect time to do so. i will report back as the grass continues to grow and post photos. this stuff is easy to use.,10/26/2021,73,,,,,
7542,Garden,67414,Ironite Plus Lawn & Garden Spray 7-0-1,https://www.walmart.com//ip/Ironite-Liquid-Lawn-Garden-Fertilizer-32-oz-Ready-to-Spray/105957405?selected=true,Walmart,Pennington Fertilizer,105957405,105957405,No,2021-08-27T00:00:00,2021,8,34,"Doesnt cover 5,000 sft","The container states it covers up to 5,000 square feet. I quickly sprayed 1 pass and was only enough for 2,000 - 2,500 square feet. Buy the dry granules. They go further.",organic reviews,13.46,2,0,0,0,No,"the container states it covers up to 5,000 square feet. i quickly sprayed 1 pass and was only enough for 2,000 - 2,500 square feet. buy the dry granules. they go further.",8/27/2021,32,,,,,
25580,Garden,141512,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corry's,203636415,203636436,Yes,2022-06-12T00:00:00,2022,6,23,used for a month,did not work at all made it worst looks like they ate it and multiplied,organic reviews,23.97,1,0,0,0,No,did not work at all made it worst looks like they ate it and multiplied,6/12/2022,15,,,,,
5047,Garden,57360,AMDRO Quick Kill Lawn Insect Killer 20lb,https://www.lowes.com/pd/AMDRO-Quick-Kill-Outdoor-20-lb-Lawn-Insect-Control/999990210,Lowes,Amdro,999990210,999990210,Yes,2021-06-30T00:00:00,2021,6,26,Not a good insecticide,I used this product the first time  (bought 3 bags and used it on 2 different properties.  It was like I used no insecticide!  I have now infestation of insects of both properties in way different areas of city.  This product did not work at all with no results of killing insects.  Looks like this product fed them??I recently went and purchased different brand product and they worked very well !!!,organic reviews,9.57,1,0,0,2,No,i used this product the first time  (bought 3 bags and used it on 2 different properties.  it was like i used no insecticide!  i have now infestation of insects of both properties in way different areas of city.  this product did not work at all with no results of killing insects.  looks like this product fed them??i recently went and purchased different brand product and they worked very well !!!,6/30/2021,76,,,,,
11171,Garden,72763,"Eliminator Total Vegetation Killer Herbicide, 32 oz. Concentrate",https://www.walmart.com//ip/Eliminator-Total-Vegetation-Killer-Herbicide-32-oz-Concentrate/935703842?selected=true,Walmart,Eliminator,935703842,935703842,Yes,2022-01-29T00:00:00,2022,1,4,nope,"I didnt get any kill results from this product, I wont ever buy again..",organic reviews,10.73,1,0,0,0,No,"i didnt get any kill results from this product, i wont ever buy again..",1/29/2022,14,,,,,
1946,Garden,15156,AMDRO Ant Block Home Perimeter Ant Bait 24oz,http://www.homedepot.com/p/t/100598633,Homedepot,Amdro,100598633,100598633,Yes,2021-07-08T00:00:00,2021,7,27,Love this bye-bye ants!!!!,Love this bye-bye ants!!!!,organic reviews,14.47,5,0,0,0,No,love this bye-bye ants!!!!,7/8/2021,4,,,,,
14250,Garden,80054,Pennington Seed Starter Mat,http://www.homedepot.com/p/100662155,Homedepot,Pennington Grass,100662155,100662155,No,2022-04-05T00:00:00,2022,4,14,Seed starter mat,Tears too easily and metal stakes do not hold it to the ground.,organic reviews,21.99,2,0,0,0,No,tears too easily and metal stakes do not hold it to the ground.,4/5/2022,13,,,,,
3232,Garden,31362,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/t/312026381,Homedepot,Pennington Bird,312026381,312026381,Yes,2021-06-25T00:00:00,2021,6,25,Most of the birds like the sunflower seed....,Most of the birds like the sunflower seed.,organic reviews,12.98,4,0,0,0,No,most of the birds like the sunflower seed.,6/25/2021,8,,,,,
23038,Garden,135053,Sevin Insect Killer Dust 3 lb. Bifenthrin,https://www.lowes.com/pd/Sevin-Sevin-Insect-Killer-Dust-3lb-Bifenthrin/5005468985,Lowes,GardenTech,5005468985,5005468985,No,2022-05-18T00:00:00,2022,5,20,Dusty,"[This review was collected as part of a promotion.] I received a bottle of GardenTech Sevin Insect Killer Dust, and this dust works wonderful on those nasty little pest. Dust your plants and go, its easy to use and apply. A great working dust to get rid of pest! A must have if you have bug issues!",syndicated reviews,15.42,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i received a bottle of gardentech sevin insect killer dust, and this dust works wonderful on those nasty little pest. dust your plants and go, its easy to use and apply. a great working dust to get rid of pest! a must have if you have bug issues!",5/18/2022,57,,,,,
3210,Garden,31129,Pennington Premium 7 lbs. Birder's Seed Blend Bird Food,http://www.homedepot.com/p/t/312026385,Homedepot,Pennington Bird,312026385,312026385,Yes,2021-08-14T00:00:00,2021,8,32,Even the sand hill cranes love it!...,Even the sand hill cranes love it!,organic reviews,11.98,5,0,0,0,No,even the sand hill cranes love it!,8/14/2021,7,,,,,
19444,Garden,130951,Sevin Insect Killer Ready to Use2 Quart,http://www.homedepot.com/p/317814883,Homedepot,GardenTech,317814883,317814883,No,2022-05-30T00:00:00,2022,5,22,Love this product!!,"[This review was collected as part of a promotion.] First of all, it was super easy to pop the end into the top of the bottle and activate the product! I love how the nozzle has different sprays and you can also turn it to the off position. I tried all three spray variations and they all serve different purposes and work really well! Its easy to reattach the nozzle to his holder. This product doesnt have a horrible smell and took care of the ants in no time!",syndicated reviews,14.97,5,0,0,0,Yes,"[this review was collected as part of a promotion.] first of all, it was super easy to pop the end into the top of the bottle and activate the product! i love how the nozzle has different sprays and you can also turn it to the off position. i tried all three spray variations and they all serve different purposes and work really well! its easy to reattach the nozzle to his holder. this product doesnt have a horrible smell and took care of the ants in no time!",5/30/2022,89,,,,,
28123,Garden,150035,Pennington Ultra Songbird Blend Bird Seed 6lb,https://www.walmart.com//ip/Pennington-Ultra-Songbird-Blend-Wild-Bird-Feed-and-Seed-6-lb-Bag/26535520?selected=true,Walmart,Pennington Bird,26535520,753880875,Yes,2022-06-27T00:00:00,2022,6,26,The only bird food we buy!,"This food is the best for our area with no fillers. The price is quite reasonable, especially since the the birds eat every morsel, with no waste. We have learned over many years that this is the best buy there is and having it delivered to our door is quite a selling point!",organic reviews,9.72,5,0,0,0,No,"this food is the best for our area with no fillers. the price is quite reasonable, especially since the the birds eat every morsel, with no waste. we have learned over many years that this is the best buy there is and having it delivered to our door is quite a selling point!",6/27/2022,53,,,,,
17367,Garden,110941,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026386,312026384,Yes,2022-04-28T00:00:00,2022,4,17,Delivery from Home Depot was really great. The birdseed however...,Delivery from Home Depot was really great. The birdseed however is just OK.,organic reviews,13.98,3,0,0,0,No,delivery from home depot was really great. the birdseed however is just ok.,4/28/2022,13,,,,,
