,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,efficient,effective,cost,ease of use,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,align_type,other_m
185,Garden,80071,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,http://www.homedepot.com/p/100598513,Homedepot,MossOut,100598513,100598513,No,2022-04-05 0:00:00,2022,4,14,Product seems to work,"Ive used it several years in a row, and it seems to get rid of moss over a period of several weeks. My only complaint is that they need to come up with a better way of switching between Off, Water Only, and Full Mix. Its just awkward and get the mix all over your hands and clothes at times.",organic reviews,0.0,4,0,0,0,No,"ive used it several years in a row, and it seems to get rid of moss over a period of several weeks. my only complaint is that they need to come up with a better way of switching between off, water only, and full mix. its just awkward and get the mix all over your hands and clothes at times.",2022-04-05,60,,0.0,0.0,0.0,0.0,negative,,,effective,,0.9504435658454895,"('', '', 'effective', '', 'effective')",
186,Garden,140426,MOSS OUT! For Lawns 40 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,204766696,100598516,Yes,2022-06-02 0:00:00,2022,6,22,Moss Out actually killed the moss....,Moss Out actually killed the moss.,organic reviews,22.48,4,0,0,0,No,moss out actually killed the moss.,2022-06-02,6,,0.0,0.0,0.0,0.0,negative,,,effective,,0.9912405014038086,"('', '', 'effective', '', 'effective')",
187,Garden,70650,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.lowes.com/pd/Moss-Out-27-oz-Moss-Control/3804579,Lowes,MossOut,3804579,3804579,No,2021-12-20 0:00:00,2021,12,51,works well,[This review was collected as part of a promotion.] This Moss Out product works! It cleared out the moss in no time. I would recommend 100%!,syndicated reviews,16.78,5,0,0,0,Yes,[this review was collected as part of a promotion.] this moss out product works! it cleared out the moss in no time. i would recommend 100%!,2021-12-20,26,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9992595911026001,"('', 'efficient', 'effective', 'ease of use', 'effective')",
188,Garden,90039,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,100598516,100598516,No,2022-04-14 0:00:00,2022,4,15,Kills The Moss,It was easy to apply and the moss started dieing in a couple of days.,organic reviews,19.99,5,0,0,0,No,it was easy to apply and the moss started dieing in a couple of days.,2022-04-14,15,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,ease of use,0.9982665777206421,"('', 'efficient', 'effective', 'ease of use', 'ease of use')",
189,Garden,79043,MOSS OUT! For Lawns 40 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,204766696,100598516,Yes,2022-04-01 0:00:00,2022,4,13,Easy to apply. Just follow the directions.  Saw results...,Easy to apply. Just follow the directions.  Saw results in a few hours.  The next morning the moss was black. Didnt harm the grass at all. Will use it again when I need to.,organic reviews,22.48,5,0,0,0,No,easy to apply. just follow the directions.  saw results in a few hours.  the next morning the moss was black. didnt harm the grass at all. will use it again when i need to.,2022-04-01,36,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9971036911010742,"('', 'efficient', 'effective', 'ease of use', 'effective')",
190,Garden,130345,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,100598516,100598516,Yes,2022-05-25 0:00:00,2022,5,21,Works as advertised,Ive used bother Scotts and Moss Out to attack the moss in our yard.  Scotts version takes longer and isnt as effective as Moss Out.  Within hours of spreading Moss Out the moss began to die.  The next day I raked the dead moss up.  I noticed that where the thicker moss was growing it didnt penetrate all the way to the bottom of the growth so i applied by had to those areas.  I may have not given it enough time to fully kill all of the moss so my recommendation is to wait at least 48 hours.,organic reviews,19.39,5,0,0,0,No,ive used bother scotts and moss out to attack the moss in our yard.  scotts version takes longer and isnt as effective as moss out.  within hours of spreading moss out the moss began to die.  the next day i raked the dead moss up.  i noticed that where the thicker moss was growing it didnt penetrate all the way to the bottom of the growth so i applied by had to those areas.  i may have not given it enough time to fully kill all of the moss so my recommendation is to wait at least 48 hours.,2022-05-25,104,,0.0,0.0,0.0,0.0,negative,cost,,,,0.7811216711997986,"('cost', '', '', '', 'cost')",
191,Garden,70012,MOSS OUT! For Lawns 20 lb Granules,https://www.amazon.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2021-12-11 0:00:00,2021,12,49,Worked well,Worked better than spray,organic reviews,14.97,4,0,0,0,No,worked better than spray,2021-12-11,4,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9969933032989502,"('', 'efficient', 'effective', 'ease of use', 'effective')",
192,Garden,70147,MOSS OUT! For Lawns 20 lb Granules,https://www.homedepot.com/p/Moss-Out-20-lb-Moss-Out-Moss-Killer-Lawn-Granules-100099164/100598516,Homedepot,MossOut,100598516,100598516,No,2021-12-23 0:00:00,2021,12,51,awesome products,[This review was collected as part of a promotion.] Received this product to try out. works well and keeps my lawn helath and fresh looking. definitely would recommend.,syndicated reviews,18.97,4,0,0,0,Yes,[this review was collected as part of a promotion.] received this product to try out. works well and keeps my lawn helath and fresh looking. definitely would recommend.,2021-12-23,28,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.998807966709137,"('', 'efficient', 'effective', 'ease of use', 'effective')",
193,Garden,72075,MOSS OUT! For Roofs & Structures 6 lb Granules,http://www.homedepot.com/p/100484120,Homedepot,MossOut,100484120,100484120,No,2022-01-05 0:00:00,2022,1,1,I like the texture of the product...,I like the texture of the product,organic reviews,21.88,5,0,0,0,No,i like the texture of the product,2022-01-05,7,,0.0,0.0,0.0,0.0,positive,,,effective,,0.9737314581871033,"('', '', 'effective', '', 'effective')",
194,Garden,130035,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.amazon.com/dp/B000SKZ1QK,Amazon,MossOut,B000SKZ1QK,B000SKZ1QK,No,2022-05-24 0:00:00,2022,5,21,If you want to spend hours scrubbing white residue and the moss off this is for you!,This product did absolutely nothing to kill the moss algea or mold. In fact it made the job even harder. I followed instructions shook it well and hooked up the hose and sprayed. It says absolutely nothing about rinsing. So I sprayed and left it. Noticing the white foam I thought would kill the moss and disappear. I woke up the next day to a hideous white mess everywhere. On top of the moss. Now it wont rinse off with the hose. I am left with no other option but to spend hours scrubbing and rinsing and scrubbing. Unfortunately due to weather and schedules I have missed my product return/refund time. So I hope this review helps stop someone else from the same issue.,organic reviews,16.97,1,3,0,0,No,this product did absolutely nothing to kill the moss algea or mold. in fact it made the job even harder. i followed instructions shook it well and hooked up the hose and sprayed. it says absolutely nothing about rinsing. so i sprayed and left it. noticing the white foam i thought would kill the moss and disappear. i woke up the next day to a hideous white mess everywhere. on top of the moss. now it wont rinse off with the hose. i am left with no other option but to spend hours scrubbing and rinsing and scrubbing. unfortunately due to weather and schedules i have missed my product return/refund time. so i hope this review helps stop someone else from the same issue.,2022-05-24,124,,0.0,0.0,0.0,0.0,negative,cost,,,,0.8499669432640076,"('cost', '', '', '', 'cost')",
195,Garden,70643,MOSS OUT! For Lawns 20 lb Granules,https://www.lowes.com/pd/Moss-Out-20-lb-Moss-Control/3556974,Lowes,MossOut,3556974,3556974,No,2021-12-03 0:00:00,2021,12,48,Moss out,"[This review was collected as part of a promotion.] So I received this product out to try, but I honestly was not expecting it and it came when I least expected it, but I still used it. I used it in the front yard where I have some bad grass and moss I didnt see a difference fast but afterwards I did notice a bit of a difference nothing huge, maybe I needed more bags of it or just do it when it said correctly.",syndicated reviews,15.88,4,0,0,0,Yes,"[this review was collected as part of a promotion.] so i received this product out to try, but i honestly was not expecting it and it came when i least expected it, but i still used it. i used it in the front yard where i have some bad grass and moss i didnt see a difference fast but afterwards i did notice a bit of a difference nothing huge, maybe i needed more bags of it or just do it when it said correctly.",2021-12-03,85,,0.0,0.0,0.0,0.0,neutral,,,effective,,0.9216170310974121,"('', '', 'effective', '', 'effective')",
196,Garden,70715,MOSS OUT! For Roofs & Structures 4 lb Granules,https://www.lowes.com/pd/Lilly-Miller-Moss-Out-For-Roofs-and-Structures-4-lb-Moss-Control/5001502087,Lowes,MossOut,5001502087,5001502087,No,2021-12-10 0:00:00,2021,12,49,moss out,[This review was collected as part of a promotion.] worked really well to address the kids on my roof and was very easy to use. worked quickly without staining! am planning to reapply in the spring 2022 to work as a preventative measure. excited to try on my patio as well.,syndicated reviews,15.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] worked really well to address the kids on my roof and was very easy to use. worked quickly without staining! am planning to reapply in the spring 2022 to work as a preventative measure. excited to try on my patio as well.,2021-12-10,51,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9986276626586914,"('', 'efficient', 'effective', 'ease of use', 'effective')",
197,Garden,1963,MOSS OUT! For Lawns Liquid 32 oz. Ready To Spray,https://www.amazon.com/dp/B000BQQUNE,Amazon,MossOut,B000BQQUNE,B000BQQUNE,No,2021-09-19 0:00:00,2021,9,37,Nozzle hook up does not reliably attach to hose,"I have bought this product 3 times. although it temporarily retards the growth of moss, the nozzle spray does not reliably attach to the hose. Two out of the three times I have used it, the bottle consistently popped off my hose, soaking me and making it impossible to spray the application. Lilly Moss needs to improve their hose attachment feature significantly before I will consider buying this product again.",organic reviews,0.0,2,0,0,0,No,"i have bought this product 3 times. although it temporarily retards the growth of moss, the nozzle spray does not reliably attach to the hose. two out of the three times i have used it, the bottle consistently popped off my hose, soaking me and making it impossible to spray the application. lilly moss needs to improve their hose attachment feature significantly before i will consider buying this product again.",2021-09-19,70,,0.0,0.0,0.0,0.0,negative,cost,,,,0.7385767102241516,"('cost', '', '', '', 'cost')",
198,Garden,2073,MOSS OUT! For Lawns Liquid 32 oz. Ready To Spray,https://www.amazon.com/dp/B000BQQUNE,Amazon,MossOut,B000BQQUNE,B000BQQUNE,No,2021-07-31 0:00:00,2021,7,30,Leaks!,Received product twice and on each delivery the product leaked out and to make matters worse was told I couldnt get a replacement or refund.,organic reviews,0.0,1,0,0,1,No,received product twice and on each delivery the product leaked out and to make matters worse was told i couldnt get a replacement or refund.,2021-07-31,25,,0.0,0.0,0.0,0.0,negative,,,effective,,0.8204193115234375,"('', '', 'effective', '', 'effective')",
199,Garden,36611,MOSS OUT! Spot Treater For Lawns & Flower Beds 5 lb Granules,http://www.homedepot.com/p/t/314752274,Homedepot,MossOut,314752274,314752274,No,2021-11-29 0:00:00,2021,11,48,Worth it.,[This review was collected as part of a promotion.] My brother in law used some throughtout our backyard and said it worked great. He said it was easy to use and didnt require a huge amount of product.,syndicated reviews,14.97,4,0,0,0,Yes,[this review was collected as part of a promotion.] my brother in law used some throughtout our backyard and said it worked great. he said it was easy to use and didnt require a huge amount of product.,2021-11-29,38,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.996628999710083,"('', 'efficient', 'effective', 'ease of use', 'ease of use')",
200,Garden,70011,MOSS OUT! For Lawns 20 lb Granules,https://www.amazon.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2021-12-29 0:00:00,2021,12,52,Save your money and go with the liquid.,"I tried both the moss out and the mossex granules, and neither did the job even when put down heavy. My next attempt will be with the spray that doesnt contain iron, and we shall see how that goes.",organic reviews,14.97,1,0,0,0,No,"i tried both the moss out and the mossex granules, and neither did the job even when put down heavy. my next attempt will be with the spray that doesnt contain iron, and we shall see how that goes.",2021-12-29,39,,0.0,0.0,0.0,0.0,neutral,cost,,,,0.7552270293235779,"('cost', '', '', '', 'cost')",
201,Garden,130010,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com/dp/B000NCUVB8,Amazon,MossOut,B000NCUVB8,B000NCUVB8,No,2022-05-28 0:00:00,2022,5,21,Kills the moss like nobodys business,I thought I need to wait for the moss to die and turn black after I spray this. Nope. Its allost instaneous. Moss turned black before my eyes as I sprayed. Amazing product.,organic reviews,15.47,5,0,0,0,No,i thought i need to wait for the moss to die and turn black after i spray this. nope. its allost instaneous. moss turned black before my eyes as i sprayed. amazing product.,2022-05-28,33,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9946315288543701,"('', 'efficient', 'effective', '', 'effective')",
202,Garden,70636,MOSS OUT! For Lawns 20 lb Granules,https://www.lowes.com/pd/Moss-Out-20-lb-Moss-Control/3556974,Lowes,MossOut,3556974,3556974,No,2021-12-10 0:00:00,2021,12,49,not long enough to see results,[This review was collected as part of a promotion.] Ive used this product for a couple of weeks and I dont think its enough time to say if its working or not. Its super easy to use which is super helpful because Im always busy. Cant wait to see the final results.,syndicated reviews,15.88,4,0,0,0,Yes,[this review was collected as part of a promotion.] ive used this product for a couple of weeks and i dont think its enough time to say if its working or not. its super easy to use which is super helpful because im always busy. cant wait to see the final results.,2021-12-10,52,,0.0,0.0,0.0,0.0,positive,,efficient,,ease of use,0.9967672228813171,"('', 'efficient', '', 'ease of use', 'ease of use')",
203,Garden,1951,MOSS OUT! For Lawns Liquid 32 oz. Ready To Spray,https://www.amazon.com/dp/B000BQQUNE,Amazon,MossOut,B000BQQUNE,B000BQQUNE,No,2021-10-29 0:00:00,2021,10,43,stains be careful,dont get it on your house or anything as it stains !,organic reviews,0.0,1,0,0,0,No,dont get it on your house or anything as it stains !,2021-10-29,12,,0.0,0.0,0.0,0.0,negative,,,,,0.6317334771156311,"('', '', '', '', 'cost')",other
204,Garden,9623,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,http://www.homedepot.com/p/t/100598513,Homedepot,MossOut,100598513,100598513,No,2021-11-20 0:00:00,2021,11,46,Bad instructions,"Ive used the concentrate for years but recently bought the premix HosenGo. Cant figure out how to use. Instructions say turn to ""on"", but there is no on. Im hoping the setting is ""rinse"", although that suggests rinsing out, but the other choice is ""clean"". Cant find any answers on internet",syndicated reviews,0.0,3,0,0,0,No,"ive used the concentrate for years but recently bought the premix hosengo. cant figure out how to use. instructions say turn to ""on"", but there is no on. im hoping the setting is ""rinse"", although that suggests rinsing out, but the other choice is ""clean"". cant find any answers on internet",2021-11-20,51,,0.0,0.0,0.0,0.0,negative,cost,,,,0.7922728657722473,"('cost', '', '', '', 'cost')",
205,Garden,70803,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Liquid-Herbicide-Moss-Killer-for-Roofs-and-Walks-27-oz/17757412?selected=true,Walmart,MossOut,17757412,17757412,No,2021-12-30 0:00:00,2021,12,52,Does the job,"[This review was collected as part of a promotion.] I dont have miss at my house, but I gave it to my boyfriends mom to try out. She says its ok and does whats its suppose to do.",organic reviews,17.24,3,0,0,0,Yes,"[this review was collected as part of a promotion.] i dont have miss at my house, but i gave it to my boyfriends mom to try out. she says its ok and does whats its suppose to do.",2021-12-30,38,,0.0,0.0,0.0,0.0,neutral,,,effective,,0.9394983649253845,"('', '', 'effective', '', 'effective')",
206,Garden,36692,MOSS OUT! Spot Treater For Lawns & Flower Beds 5 lb Granules,http://www.homedepot.com/p/t/314752274,Homedepot,MossOut,314752274,314752274,No,2021-11-29 0:00:00,2021,11,48,it works!,"[This review was collected as part of a promotion.] I definitely did see a difference in moss growing on our trees and sidewalk before and after. When I first used it, the application took a bit to really perfect, but it was overall good. I didnt notice an immediate difference but give it about three days and its a night and dat difference.",syndicated reviews,14.97,4,0,0,0,Yes,"[this review was collected as part of a promotion.] i definitely did see a difference in moss growing on our trees and sidewalk before and after. when i first used it, the application took a bit to really perfect, but it was overall good. i didnt notice an immediate difference but give it about three days and its a night and dat difference.",2021-11-29,63,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9940167665481567,"('', 'efficient', 'effective', '', 'effective')",
207,Garden,70814,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Liquid-Herbicide-Moss-Killer-for-Roofs-and-Walks-27-oz/17757412?selected=true,Walmart,MossOut,17757412,17757412,No,2021-12-02 0:00:00,2021,12,48,Not sure about this,[This review was collected as part of a promotion.] I dont know how long it should take to work but it doesnt seem to be working. We have a moss problem on the south side of our home. I had my partner apply this to the effected area last week per the instructions on the bottle but it actually seems like there is more moss than before. Or its greener. Were gonna give it another week before we try something more high powered.,organic reviews,17.24,3,0,0,0,Yes,[this review was collected as part of a promotion.] i dont know how long it should take to work but it doesnt seem to be working. we have a moss problem on the south side of our home. i had my partner apply this to the effected area last week per the instructions on the bottle but it actually seems like there is more moss than before. or its greener. were gonna give it another week before we try something more high powered.,2021-12-02,83,,0.0,0.0,0.0,0.0,negative,cost,,,,0.9013634920120239,"('cost', '', '', '', 'cost')",
208,Garden,110089,MOSS OUT! For Lawns 40 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,204766696,100598516,Yes,2022-04-27 0:00:00,2022,4,17,Kills moss!,"This is used widely to kill moss in lawns in the pacific northwest.  For thick infestation, which is normal for my lawn, I have to do two treatments in the spring.  I only give 4 stars because this WILL stain your concrete--you have to be very careful to avoid and get it off your driveway, sidewalk, and patio surfaces.  Experts say you should also use a treatment of lime to reduce acidity which moss loves.",organic reviews,22.48,4,0,0,0,No,"this is used widely to kill moss in lawns in the pacific northwest.  for thick infestation, which is normal for my lawn, i have to do two treatments in the spring.  i only give 4 stars because this will stain your concrete--you have to be very careful to avoid and get it off your driveway, sidewalk, and patio surfaces.  experts say you should also use a treatment of lime to reduce acidity which moss loves.",2022-04-27,78,,0.0,0.0,0.0,0.0,negative,cost,,effective,,0.9577123522758484,"('cost', '', 'effective', '', 'effective')",
209,Garden,13585,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,http://www.homedepot.com/p/t/100598513,Homedepot,MossOut,100598513,100598513,No,2021-10-18 0:00:00,2021,10,42,Poor instructions,Instructions dont match product. Mine says clean or rise not water or mix. Customer service EST. Why not just post correct answer?,organic reviews,0.0,1,0,0,0,No,instructions dont match product. mine says clean or rise not water or mix. customer service est. why not just post correct answer?,2021-10-18,22,,0.0,0.0,0.0,0.0,negative,,,,,0.2436145395040512,"('', '', '', '', 'cost')",other
210,Garden,70202,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.homedepot.com/p/Moss-Out-20-lbs-Moss-Out-Moss-Killer-Plus-Fertilizer-20-0-5-100508946/203419243,Homedepot,MossOut,203419243,203419243,No,2021-12-25 0:00:00,2021,12,51,didnt see a difference,[This review was collected as part of a promotion.] I was excited to get this seeing as how we live on the water and have a lot of moss...but unfortunately I have not seen a difference at all,syndicated reviews,18.48,2,0,0,0,Yes,[this review was collected as part of a promotion.] i was excited to get this seeing as how we live on the water and have a lot of moss...but unfortunately i have not seen a difference at all,2021-12-25,38,,0.0,0.0,0.0,0.0,neutral,,,,,0.2816697657108307,"('', '', '', '', 'cost')",other
211,Garden,72077,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,100598516,100598516,No,2022-01-25 0:00:00,2022,1,4,pending,[This review was collected as part of a promotion.] Just received this in the mail with a few weeks remaining to write a review. So far so good? Will update if time permits.,syndicated reviews,18.97,4,1,0,0,Yes,[this review was collected as part of a promotion.] just received this in the mail with a few weeks remaining to write a review. so far so good? will update if time permits.,2022-01-25,33,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9749242067337036,"('', 'efficient', 'effective', '', 'effective')",
212,Garden,70648,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.lowes.com/pd/Moss-Out-27-oz-Moss-Control/3804579,Lowes,MossOut,3804579,3804579,No,2021-12-24 0:00:00,2021,12,51,works great,[This review was collected as part of a promotion.] My roof was getting moss on it and this was able to get it all off and to stop it from growing back,syndicated reviews,16.78,5,0,0,0,Yes,[this review was collected as part of a promotion.] my roof was getting moss on it and this was able to get it all off and to stop it from growing back,2021-12-24,32,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,ease of use,0.9982485771179199,"('', 'efficient', 'effective', 'ease of use', 'effective')",
213,Garden,70692,MOSS OUT! For Lawns Granules 40 lb Granules,https://www.lowes.com/pd/Lilly-Miller-40-lb-Moss-Control/1000342343,Lowes,MossOut,1000342343,1000342343,No,2021-12-20 0:00:00,2021,12,51,we have moss that needs to go,[This review was collected as part of a promotion.] There is a good amount of moss growth in our back yard where outnlawn is in the shade. My husband laid some out last weekend when it was warm. But then we had a windy night a few days later which probably took some granules away. We have noticed a minor change but it looks like it is working. My husband will lay more out to get more moss to die. The picture is of when we first laid it out.,syndicated reviews,27.98,3,0,0,0,Yes,[this review was collected as part of a promotion.] there is a good amount of moss growth in our back yard where outnlawn is in the shade. my husband laid some out last weekend when it was warm. but then we had a windy night a few days later which probably took some granules away. we have noticed a minor change but it looks like it is working. my husband will lay more out to get more moss to die. the picture is of when we first laid it out.,2021-12-20,90,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.99195396900177,"('', 'efficient', 'effective', '', 'effective')",
214,Garden,70717,MOSS OUT! For Roofs & Structures 4 lb Granules,https://www.lowes.com/pd/Lilly-Miller-Moss-Out-For-Roofs-and-Structures-4-lb-Moss-Control/5001502087,Lowes,MossOut,5001502087,5001502087,No,2021-12-10 0:00:00,2021,12,49,loved it,[This review was collected as part of a promotion.] So thankful to receive this because we had some moss at home and at church needing to get rid of. We used it at two locations on two different types and its made a huge difference. Would buy again.,syndicated reviews,15.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] so thankful to receive this because we had some moss at home and at church needing to get rid of. we used it at two locations on two different types and its made a huge difference. would buy again.,2021-12-10,48,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9985310435295105,"('', 'efficient', 'effective', '', 'effective')",
215,Garden,78003,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com/dp/B000NCUVB8,Amazon,MossOut,B000NCUVB8,B000NCUVB8,No,2022-03-21 0:00:00,2022,3,12,Liquid Sprayed,Liquid spraying with higher percentage of iron works better in eliminating Moss on grass  better than powder.,organic reviews,16.88,5,0,0,0,No,liquid spraying with higher percentage of iron works better in eliminating moss on grass  better than powder.,2022-03-21,18,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9940892457962036,"('', 'efficient', 'effective', '', 'effective')",
216,Garden,70785,MOSS OUT! For Lawns 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-for-Lawns-With-10-Iron-20lb-Bag-Covers-5-000-sq-ft/16795015?selected=true,Walmart,MossOut,16795015,16795015,No,2021-12-11 0:00:00,2021,12,49,works good,[This review was collected as part of a promotion.] I notice a difference the next day moss that was growing around the edges was already drying up.,organic reviews,14.97,5,0,0,0,Yes,[this review was collected as part of a promotion.] i notice a difference the next day moss that was growing around the edges was already drying up.,2021-12-11,27,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,,0.9953476190567017,"('', 'efficient', 'effective', '', 'effective')",
217,Garden,140019,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com.com/dp/B000NCUVB8,Amazon,MossOut,B000NCUVB8,B000NCUVB8,No,2022-06-06 0:00:00,2022,6,23,Works well,Quickly turned the moss black while not affecting the surrounding grass,organic reviews,21.88,5,0,0,0,No,quickly turned the moss black while not affecting the surrounding grass,2022-06-06,11,,0.0,0.0,0.0,0.0,neutral,cost,efficient,effective,ease of use,0.9968917369842529,"('cost', 'efficient', 'effective', 'ease of use', 'effective')",
218,Garden,70719,MOSS OUT! For Roofs & Structures 4 lb Granules,https://www.lowes.com/pd/Lilly-Miller-Moss-Out-For-Roofs-and-Structures-4-lb-Moss-Control/5001502087,Lowes,MossOut,5001502087,5001502087,No,2021-12-31 0:00:00,2021,12,52,Easy Instructions,"[This review was collected as part of a promotion.] I received this product complimentary for my honest opinion. I definitely have a moss problem on the brickwork alongside my fence, especially under the trees after its been raining. The instructions for the Moss Out are easy and while I havent used it yet, Im looking forward to getting rid of the moss. The only issue is that the dry granules would work best on a flat surface. As far as the side of the brick aka vertically, Id have to mix the product with a little water or something to create a pasta that will stay in contact with the surface long enough for it to work.",syndicated reviews,15.98,4,0,0,0,Yes,"[this review was collected as part of a promotion.] i received this product complimentary for my honest opinion. i definitely have a moss problem on the brickwork alongside my fence, especially under the trees after its been raining. the instructions for the moss out are easy and while i havent used it yet, im looking forward to getting rid of the moss. the only issue is that the dry granules would work best on a flat surface. as far as the side of the brick aka vertically, id have to mix the product with a little water or something to create a pasta that will stay in contact with the surface long enough for it to work.",2021-12-31,117,,0.0,0.0,0.0,0.0,neutral,,,,ease of use,0.827142596244812,"('', '', '', 'ease of use', 'ease of use')",
219,Garden,80068,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,100598516,100598516,No,2022-04-06 0:00:00,2022,4,14,Found hard moldy clump in bag....,Found hard moldy clump in bag.,organic reviews,19.99,1,1,0,0,No,found hard moldy clump in bag.,2022-04-06,6,,0.0,0.0,0.0,0.0,neutral,,,effective,,0.7147353887557983,"('', '', 'effective', '', 'effective')",
220,Garden,70666,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.lowes.com/pd/Moss-Out-27-oz-Moss-Control/3804579,Lowes,MossOut,3804579,3804579,No,2021-12-06 0:00:00,2021,12,49,love this product,[This review was collected as part of a promotion.] this stuff really works if you have a problem with moss get this moss out ! I would highly recommend this product to anyone that has moss on roof I love this,syndicated reviews,16.78,5,0,0,0,Yes,[this review was collected as part of a promotion.] this stuff really works if you have a problem with moss get this moss out ! i would highly recommend this product to anyone that has moss on roof i love this,2021-12-06,41,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9979233741760254,"('', 'efficient', 'effective', 'ease of use', 'effective')",
221,Garden,53089,MOSS OUT! For Lawns 20 lb Granules,https://www.lowes.com/pd/Moss-Out-20-lb-Moss-Control/3556974,Lowes,MossOut,3556974,3556974,No,2021-10-06 0:00:00,2021,10,40,Big solid chunks in the bag,"All were not granules, there were big solid chunks in the bag that I have to throw away.",organic reviews,14.48,3,0,0,0,No,"all were not granules, there were big solid chunks in the bag that i have to throw away.",2021-10-06,18,,0.0,0.0,0.0,0.0,negative,cost,,,,0.7690787315368652,"('cost', '', '', '', 'cost')",
222,Garden,130019,MOSS OUT! For Lawns 20 lb Granules,https://www.amazon.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2022-05-29 0:00:00,2022,5,21,Didnt work...,Would not buy again.,organic reviews,14.97,2,0,0,0,No,would not buy again.,2022-05-29,4,,0.0,0.0,0.0,0.0,negative,cost,,,,0.9240739941596985,"('cost', '', '', '', 'cost')",
223,Garden,70834,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2021-12-24 0:00:00,2021,12,51,good,[This review was collected as part of a promotion.] I would recommend this fertilizer. I cant wait to use it in the summer and see how it helps out the grass,organic reviews,21.84,5,0,0,0,Yes,[this review was collected as part of a promotion.] i would recommend this fertilizer. i cant wait to use it in the summer and see how it helps out the grass,2021-12-24,31,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9978588819503784,"('', 'efficient', 'effective', '', 'effective')",
