,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,sentiment,efficient,effective,cost,ease of use,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,align_type,other_m
200,Garden,68124,"Expert Gardener Sun & Shade Grass Seed Northern Mix, for Sun to Partial Shade; 20 lbs.",https://www.walmart.com//ip/Expert-Gardener-Sun-Shade-Grass-Seed-Northern-Mix-for-Sun-to-Partial-Shade-20-lbs/108037091?selected=true,Walmart,ExpertGardener,108037091,660854953,No,2021-09-06 0:00:00,2021,9,36,Great Purchase,For the price this brand was excellent!  I followed the instructions and the grass grew perfectly.  Great Value,organic reviews,39.92,5,0,0,0,No,for the price this brand was excellent!  i followed the instructions and the grass grew perfectly.  great value,2021-09-06,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9987236857414246,"('cost', 'efficient', 'effective', 'ease of use', '')",
201,Garden,67705,"Expert Gardener Rose Plant Food Fertilizer 12-6-10, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-Rose-Plant-Food-Fertilizer-12-6-10-10-lbs/805949603?selected=true,Walmart,ExpertGardener,805949603,805949603,Yes,2021-10-06 0:00:00,2021,10,40,Healthy Rose food,Great item for your rose plants.,organic reviews,4.92,5,0,0,0,No,great item for your rose plants.,2021-10-06,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9976643919944763,"('', 'efficient', 'effective', '', '')",
202,Garden,74195,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112134279,Yes,2022-02-22 0:00:00,2022,2,8,Great deal for indoor plants,"I bought this potting mix to use for some plants I keep in my kitchen. I like that its specially formulated for indoor container plants. It smells fresh and looks dense, and was a good price, too! I received product reimbursement in exchange for my honest review.",organic reviews,11.97,5,0,0,0,No,"i bought this potting mix to use for some plants i keep in my kitchen. i like that its specially formulated for indoor container plants. it smells fresh and looks dense, and was a good price, too! i received product reimbursement in exchange for my honest review.",2022-02-22,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9878934621810913,"('cost', 'efficient', 'effective', 'ease of use', '')",
203,Garden,77355,Expert Gardener Sun & Shade Grass Seed Northern Mix; 3 lb.,https://www.walmart.com//ip/Expert-Gardener-Sun-Shade-Grass-Seed-Northern-Mix-3-lb/165611032?selected=true,Walmart,ExpertGardener,165611032,660854953,Yes,2022-03-17 0:00:00,2022,3,11,not a quality mixture,Totally different product from other years. It is not a perennial grass seed. Contains a large percentage of annual ryegrass,organic reviews,8.87,1,0,0,0,No,totally different product from other years. it is not a perennial grass seed. contains a large percentage of annual ryegrass,2022-03-17,,0.0,0.0,0.0,0.0,neutral,,,,,0.6633858680725098,"('', '', '', '', 'other')",other
204,Garden,150221,"Expert Gardener Tomato & Vegetable Garden Plant Food Fertilizer 12-10-5, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-Tomato-Vegetable-Garden-Plant-Food-12-10-5-Fertilizer-10-lbs/381276552?selected=true,Walmart,ExpertGardener,381276552,920467930,Yes,2022-06-11 0:00:00,2022,6,23,BAD.,The items are missing. Cant get refund to work,organic reviews,9.26,1,0,0,0,No,the items are missing. cant get refund to work,2022-06-11,,0.0,0.0,0.0,0.0,negative,,,,,0.68799889087677,"('', '', '', '', 'other')",other
205,Garden,150306,"Expert Gardener Ultra Southern Lawn Fertilizer & Weed Control, Covers 10,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Ultra-Southern-Lawn-Food-Fertilizer-Weed-Control-Covers-10-000-sq-ft/823687345?selected=true,Walmart,ExpertGardener,823687345,823687345,No,2022-06-17 0:00:00,2022,6,24,When to use,When used properly its an excellent product. As with most weed and feeds its weed killing properties work as pre emergents. They kill the weeds before they appear. Once a weed is established digging it out is a good option. Prevention is the best bet and thats done by a thick healthy lawn that crowds out the weeds. Ive had great success with this product. Glad there were complaints. its half price now!!,organic reviews,17.88,5,0,0,0,No,when used properly its an excellent product. as with most weed and feeds its weed killing properties work as pre emergents. they kill the weeds before they appear. once a weed is established digging it out is a good option. prevention is the best bet and thats done by a thick healthy lawn that crowds out the weeds. ive had great success with this product. glad there were complaints. its half price now!!,2022-06-17,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9853848814964294,"('cost', 'efficient', 'effective', 'ease of use', '')",
206,Garden,67518,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112490018,Yes,2021-07-12 0:00:00,2021,7,28,,This potting soil dont work because this item was infected with little insects.,organic reviews,9.97,1,0,0,0,No,this potting soil dont work because this item was infected with little insects.,2021-07-12,,0.0,0.0,0.0,0.0,negative,,,,,0.6766112446784973,"('', '', '', '', 'other')",other
207,Garden,72710,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 8 qt. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-8-qt-Bag/114494649?selected=true,Walmart,ExpertGardener,114494649,112490018,Yes,2022-01-15 0:00:00,2022,1,2,,first off these reviews are fake except the women who said het plants suffered after she used product what she discribed is true NEVER EVER have i seen brown colored water come out of a pot after transplanting with new soil NEVER EVER ITS DYE THAT WHY PLANTS ARE DYING Im writing this because i just found a bunch of millapeides after i sat the pot in a pan of water to water from the bottom They feed off decaying organic matter This.potting soil looks like it was from a compost pile all kinds of stuff you find in the woods if you ever dug up anything in the woods Anyway Im going to complain majorly to Walmart ti stop selling this crsp I like Walmart but companies lose customers when their buyer choose cheap crap to save a little. This h...,organic reviews,4.48,1,0,0,0,No,first off these reviews are fake except the women who said het plants suffered after she used product what she discribed is true never ever have i seen brown colored water come out of a pot after transplanting with new soil never ever its dye that why plants are dying im writing this because i just found a bunch of millapeides after i sat the pot in a pan of water to water from the bottom they feed off decaying organic matter this.potting soil looks like it was from a compost pile all kinds of stuff you find in the woods if you ever dug up anything in the woods anyway im going to complain majorly to walmart ti stop selling this crsp i like walmart but companies lose customers when their buyer choose cheap crap to save a little. this h...,2022-01-15,,0.0,0.0,0.0,0.0,negative,cost,,,,0.9408730268478394,"('cost', '', '', '', '')",
208,Garden,120227,"Expert Gardener Lawn Weed Control II Granule Herbicide, Covers 5,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Lawn-Weed-Control-II-Granule-Herbicide-Covers-5-000-sq-ft/55283719?selected=true,Walmart,ExpertGardener,55283719,55283719,No,2022-05-08 0:00:00,2022,5,18,"Doesnt work at all, dont waste your money!","Bou two bags of this 3 weeks ago to use on my bermuda grass yard as weeds were growing good but the grass was still dormant. Applied the two bag to early morning lawn while still wet, it was dry then for 3 days, then got a light rain to water it in. All it did was FEED the weeds, they got worse and it was a complete waste of time for three weeks. I would NOT recommend buying this product, a waste of money!",organic reviews,10.48,1,0,0,0,No,"bou two bags of this 3 weeks ago to use on my bermuda grass yard as weeds were growing good but the grass was still dormant. applied the two bag to early morning lawn while still wet, it was dry then for 3 days, then got a light rain to water it in. all it did was feed the weeds, they got worse and it was a complete waste of time for three weeks. i would not recommend buying this product, a waste of money!",2022-05-08,,0.0,0.0,0.0,0.0,negative,cost,,,,0.9797132015228271,"('cost', '', '', '', '')",
209,Garden,150471,"Expert Gardener Weed & Feed Lawn Fertilizer & Weed Control, Covers 15,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Weed-Feed-Lawn-Food-Fertilizer-Weed-Control-39-2lbs-Covers-15-000-sq-ft/935904830?selected=true,Walmart,ExpertGardener,935904830,935904830,Yes,2022-06-05 0:00:00,2022,6,22,Grass killer.,Killed my grass. My lawn is all brown and I dont think its gonna grow back.,organic reviews,34.97,1,0,0,0,No,killed my grass. my lawn is all brown and i dont think its gonna grow back.,2022-06-05,,0.0,0.0,0.0,0.0,negative,cost,,effective,,0.989942193031311,"('cost', '', 'effective', '', '')",
210,Garden,67863,"Expert Gardener Weed & Feed Lawn Fertilizer & Weed Control, Covers 15,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Weed-Feed-Lawn-Fertilizer-Weed-Control-Covers-15-000-sq-ft/935904830?selected=true,Walmart,ExpertGardener,935904830,603561302,No,2021-06-23 0:00:00,2021,6,25,fast delivery,"fast delivery, easy to apply.",organic reviews,38.74,5,0,0,0,No,"fast delivery, easy to apply.",2021-06-23,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9986168742179871,"('', 'efficient', 'effective', 'ease of use', '')",
211,Garden,67694,"Expert Gardener All-Purpose Plant Food Fertilizer 12-5-7, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Food-Fertilizer-12-5-7-10-lbs/652878366?selected=true,Walmart,ExpertGardener,652878366,515383298,No,2021-07-31 0:00:00,2021,7,30,Worth a Try,"Its nice that it is all purpose, for vegetables and flowers but also trees and shrubs. I also like that its granular, because to me that signifies that its time release. Ive been in search of a cost effective alternative to Miracle Gro and this might be it. This review was collected as part of a promotion, and the opinions are my own.",organic reviews,9.77,4,0,0,0,Yes,"its nice that it is all purpose, for vegetables and flowers but also trees and shrubs. i also like that its granular, because to me that signifies that its time release. ive been in search of a cost effective alternative to miracle gro and this might be it. this review was collected as part of a promotion, and the opinions are my own.",2021-07-31,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9640407562255859,"('', 'efficient', 'effective', '', '')",
212,Garden,68117,"Expert Gardener Sun & Shade Grass Seed Northern Mix, for Sun to Partial Shade; 20 lbs.",https://www.walmart.com//ip/Expert-Gardener-Sun-Shade-Grass-Seed-Northern-Mix-for-Sun-to-Partial-Shade-20-lbs/108037091?selected=true,Walmart,ExpertGardener,108037091,660854953,No,2021-07-05 0:00:00,2021,7,27,,These seeds did not germinate.  They were planted as directed and had adequate water.  If we had not planted the entire bag I would return them.,organic reviews,39.92,1,0,0,0,No,these seeds did not germinate.  they were planted as directed and had adequate water.  if we had not planted the entire bag i would return them.,2021-07-05,,0.0,0.0,0.0,0.0,neutral,cost,,,,0.7656643986701965,"('cost', '', '', '', '')",
213,Garden,150154,Expert Gardener All Purpose Fertilizer 10-10-10 Formula; 40 lb.,https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Fertilizer-10-10-10-Formula-40-lbs/166185332?selected=true,Walmart,ExpertGardener,166185332,166185332,Yes,2022-06-14 0:00:00,2022,6,24,Damaged goods unloaded under the cover of curbside,On line purchase with curbside pickup. Bags of 10-10-10 had holes that were taped up. Store just unloaded their damage goods on me. Workers were friendly...,organic reviews,14.62,1,0,0,0,No,on line purchase with curbside pickup. bags of 10-10-10 had holes that were taped up. store just unloaded their damage goods on me. workers were friendly...,2022-06-14,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,,0.8741769790649414,"('', 'efficient', 'effective', '', '')",
214,Garden,74199,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112134279,Yes,2022-02-23 0:00:00,2022,2,8,Versatile Product at a good price,"There are a lot of similar products out there. For the price, this is a good all around potting mix. There are a good variety of things inside - apparently formulated different depending on what state youre in (from the back packaging). I like how versatile it is.I received product reimbursement in exchange for my honest review.",organic reviews,11.97,5,0,0,0,No,"there are a lot of similar products out there. for the price, this is a good all around potting mix. there are a good variety of things inside - apparently formulated different depending on what state youre in (from the back packaging). i like how versatile it is.i received product reimbursement in exchange for my honest review.",2022-02-23,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,,0.9833206534385681,"('cost', 'efficient', 'effective', '', '')",
215,Garden,67861,"Expert Gardener Texas Turf Lawn Fertilizer, Plus 2% Iron, covers 5,000 sq. ft",https://www.walmart.com//ip/Expert-Gardener-Texas-Turf-Lawn-Fertilizer-Plus-2-Iron-covers-5-000-sq-ft/660908503?selected=true,Walmart,ExpertGardener,660908503,660908503,No,2021-06-28 0:00:00,2021,6,26,Great product,"Great product, easy to use and great results.",organic reviews,14.88,5,0,0,0,No,"great product, easy to use and great results.",2021-06-28,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9987655878067017,"('', 'efficient', 'effective', 'ease of use', '')",
216,Garden,67853,"Expert Gardener Lawn Fertilizer, Plus 2% Iron, Covers 5,000 sq. ft",https://www.walmart.com//ip/Expert-Gardener-Lawn-Fertilizer-Plus-2-Iron-Covers-5-000-sq-ft/703225522?selected=true,Walmart,ExpertGardener,703225522,595641402,No,2021-07-14 0:00:00,2021,7,28,Green grass!,"Delivered right to my front door free!  Made my grass a rich, dark green with the added iron it has!  Will continue to buy this!",organic reviews,9.92,5,0,0,0,No,"delivered right to my front door free!  made my grass a rich, dark green with the added iron it has!  will continue to buy this!",2021-07-14,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9970158338546753,"('', 'efficient', 'effective', 'ease of use', '')",
217,Garden,67675,"Expert Gardener All-Purpose Plant Food Fertilizer 12-5-7, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Food-Fertilizer-12-5-7-10-lbs/652878366?selected=true,Walmart,ExpertGardener,652878366,515383298,No,2021-07-31 0:00:00,2021,7,30,Good all purpose food,"This is a good all-around all-purpose plant food. It can be used on flowers, vegetables, shrubs, hedges and trees. This size bag should get you through a whole year for a 100 square foot garden. Easy to spread round pellets with a good mix of nutrients. This review was collected as part of a promotion, and the opinions are my own.",organic reviews,9.77,5,0,0,0,Yes,"this is a good all-around all-purpose plant food. it can be used on flowers, vegetables, shrubs, hedges and trees. this size bag should get you through a whole year for a 100 square foot garden. easy to spread round pellets with a good mix of nutrients. this review was collected as part of a promotion, and the opinions are my own.",2021-07-31,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9960897564888,"('', 'efficient', 'effective', 'ease of use', '')",
218,Garden,70961,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 8 qt. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-8-qt-Bag/114494649?selected=true,Walmart,ExpertGardener,114494649,112490018,Yes,2021-12-27 0:00:00,2021,12,52,,"Ok how can I start? This is an ok Option if youre a beginner gardener and if youre in a budget, but OUTDOORS. This is a potting mix thats mainly peat moss and bark. If youre using this in Houseplants for indoors, PLEASE add more perlite to it or else your soil will stay moist for even a month and attract fingus gnats or even rot your plants. i May even reccomend you add some bark or mulch to it for outside purposes to maake it more well draining. Again if youre  a  Beginner youre just growing some herbs and pretty annual flowers in pots, its an ok option for you to use. what I dont like about this mix which is also what i dont like about pretty much most of commercial potting mixes available on the market is that it has PEAT MOSS. If yall dont know, peat moss takes Hundreds of years to form and its mined faster than it grows. Peat moss mining is responsible for wetland destruction and also the release of carbon dioxide into the Atmosphere meaning its not eco-friendly. I wish that instead of Peat moss they would use something more sustainable like coconut coir or just compost and the grinded  forest products that already hold on to moisture. Thats the only thing i say its a bad thing about this brand. The quality and price are good and if no you add more stuff to it like more bark and more fertilizer, a 1 cubic foot bag csn last you a long time. If yall complain about not ""Not Having soil"" remember that soil is a blend of organic matter like decomposed and decomposing animals, manure and plant matter and inorganic matter like clay sand and volcanic stone. Another thing I want to say about it is that the name Clearly says it all. Its a potting MIX not SOIL",organic reviews,4.48,3,0,0,0,No,"ok how can i start? this is an ok option if youre a beginner gardener and if youre in a budget, but outdoors. this is a potting mix thats mainly peat moss and bark. if youre using this in houseplants for indoors, please add more perlite to it or else your soil will stay moist for even a month and attract fingus gnats or even rot your plants. i may even reccomend you add some bark or mulch to it for outside purposes to maake it more well draining. again if youre  a  beginner youre just growing some herbs and pretty annual flowers in pots, its an ok option for you to use. what i dont like about this mix which is also what i dont like about pretty much most of commercial potting mixes available on the market is that it has peat moss. if yall dont know, peat moss takes hundreds of years to form and its mined faster than it grows. peat moss mining is responsible for wetland destruction and also the release of carbon dioxide into the atmosphere meaning its not eco-friendly. i wish that instead of peat moss they would use something more sustainable like coconut coir or just compost and the grinded  forest products that already hold on to moisture. thats the only thing i say its a bad thing about this brand. the quality and price are good and if no you add more stuff to it like more bark and more fertilizer, a 1 cubic foot bag csn last you a long time. if yall complain about not ""not having soil"" remember that soil is a blend of organic matter like decomposed and decomposing animals, manure and plant matter and inorganic matter like clay sand and volcanic stone. another thing i want to say about it is that the name clearly says it all. its a potting mix not soil",2021-12-27,,0.0,0.0,0.0,0.0,neutral,cost,,,,0.9763454794883728,"('cost', '', '', '', '')",
219,Garden,67707,"Expert Gardener Rose Plant Food Fertilizer 12-6-10, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-Rose-Plant-Food-Fertilizer-12-6-10-10-lbs/805949603?selected=true,Walmart,ExpertGardener,805949603,805949603,Yes,2021-06-30 0:00:00,2021,6,26,Have used for years,Very pleased,organic reviews,4.92,5,0,0,0,No,very pleased,2021-06-30,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9787431955337524,"('', 'efficient', 'effective', 'ease of use', '')",
220,Garden,67709,"Expert Gardener Tomato & Vegetable Garden Plant Food Fertilizer 12-10-5, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-Tomato-Vegetable-Garden-Plant-Food-Fertilizer-12-10-5-10-lbs/381276552?selected=true,Walmart,ExpertGardener,381276552,920467930,No,2021-08-18 0:00:00,2021,8,33,Damaged item fertilizer fell out of box,The item was damaged. There was a hole in the package. When delivered there was fertilizer on my driveway that came out of the box. There was fertilizer inside the box as well. I asked to have a representative call me and still no call back?,organic reviews,9.92,1,0,0,0,No,the item was damaged. there was a hole in the package. when delivered there was fertilizer on my driveway that came out of the box. there was fertilizer inside the box as well. i asked to have a representative call me and still no call back?,2021-08-18,,0.0,0.0,0.0,0.0,negative,,,effective,,0.7420371770858765,"('', '', 'effective', '', '')",
221,Garden,67514,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112490018,Yes,2021-11-06 0:00:00,2021,11,44,Do not buy,"Terrible potting soil. 50 percent mulch, probably scraped up from Walmart parking lots in the previous years. As SOON as I watered my plants mold grew. I have a bag of miracle gro potting soil that I finished off in a smaller pot and no mold; same pots with the same drainage. Waste of money. Also the plants despise it",organic reviews,9.97,1,0,0,0,No,"terrible potting soil. 50 percent mulch, probably scraped up from walmart parking lots in the previous years. as soon as i watered my plants mold grew. i have a bag of miracle gro potting soil that i finished off in a smaller pot and no mold; same pots with the same drainage. waste of money. also the plants despise it",2021-11-06,,0.0,0.0,0.0,0.0,negative,cost,,,,0.985855758190155,"('cost', '', '', '', '')",
222,Garden,74347,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 8 qt. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-8-qt-Bag/114494649?selected=true,Walmart,ExpertGardener,114494649,112490018,Yes,2022-02-23 0:00:00,2022,2,8,Definitely a good indoor potting mix,Im really impressed with the quality of this product for the price for the price. It is quite light and quite light and yet very moist. I am hoping that my plants grow lovely with it. I received product reimbursement in exchange for my honest review.,organic reviews,3.93,5,0,0,0,No,im really impressed with the quality of this product for the price for the price. it is quite light and quite light and yet very moist. i am hoping that my plants grow lovely with it. i received product reimbursement in exchange for my honest review.,2022-02-23,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,,0.9951992630958557,"('cost', 'efficient', 'effective', '', '')",
223,Garden,74436,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 1 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-1-cu-ft-Bag/112490018?selected=true,Walmart,ExpertGardener,112490018,112490018,Yes,2022-02-22 0:00:00,2022,2,8,Potting mix review,Expert gardener potting mix was purchased to repot my existing indoor plants that looked neglected. The potting mix was slightly dry and looked like it would hold moisture well. Instructions on the bag were helpful. I received product reimbursement in exchange for my honest review.,organic reviews,7.48,5,0,0,0,No,expert gardener potting mix was purchased to repot my existing indoor plants that looked neglected. the potting mix was slightly dry and looked like it would hold moisture well. instructions on the bag were helpful. i received product reimbursement in exchange for my honest review.,2022-02-22,,0.0,0.0,0.0,0.0,positive,cost,,effective,,0.936391294002533,"('cost', '', 'effective', '', '')",
224,Garden,74253,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112134279,Yes,2022-02-23 0:00:00,2022,2,8,Good Potting Soil,I was excited to try this bag of soil because its the middle of winter here in Michigan and I needed to replant a house plant. I opened the bag and the potting soil is a decent quality. The mixture was light and airy which will be great for root growth. I did find a few chunks of wood but nothing I havent found in other bags of potting soil. I received product reimbursement in exchange for my honest review.,organic reviews,11.97,5,0,0,0,No,i was excited to try this bag of soil because its the middle of winter here in michigan and i needed to replant a house plant. i opened the bag and the potting soil is a decent quality. the mixture was light and airy which will be great for root growth. i did find a few chunks of wood but nothing i havent found in other bags of potting soil. i received product reimbursement in exchange for my honest review.,2022-02-23,,0.0,0.0,0.0,0.0,positive,cost,,effective,ease of use,0.8719115257263184,"('cost', '', 'effective', 'ease of use', '')",
225,Garden,68100,Expert Gardener Sun & Shade Grass Seed Southern Mix; 7 lb.,https://www.walmart.com/ip/Expert-Gardener-Sun-Shade-Grass-Seed-Southern-Mix-7-lb/484325100,Walmart,ExpertGardener,484325100,274168974,No,2021-07-08 0:00:00,2021,7,27,My best grass,Ive tried other seeds and most fill my lawn with weeds. This does the job and is great grass. Now if only I can remember to water it i would need to buy it every year(3 yrs in a row so far),organic reviews,14.96,5,0,0,0,No,ive tried other seeds and most fill my lawn with weeds. this does the job and is great grass. now if only i can remember to water it i would need to buy it every year(3 yrs in a row so far),2021-07-08,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,,0.9961625337600708,"('cost', 'efficient', 'effective', '', '')",
226,Garden,67651,"Expert Gardener All-Purpose Plant Food Fertilizer 12-5-7, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Food-Fertilizer-12-5-7-10-lbs/652878366?selected=true,Walmart,ExpertGardener,652878366,515383298,No,2021-07-31 0:00:00,2021,7,30,Easy to use,"This all purpose plant food is so easy to use. I use it for several varieties of my outdoor trees as well as some potted plants, and I simply sprinkled it on the soil. I am being cautious of using it on flowers that have already bloomed so will wait until next spring before mixing it into the soil. The bag is resealable and sturdy, and one bag is plenty for an entire season. This review was collected as part of a promotion and the opinions are my own.",organic reviews,9.77,4,0,0,0,Yes,"this all purpose plant food is so easy to use. i use it for several varieties of my outdoor trees as well as some potted plants, and i simply sprinkled it on the soil. i am being cautious of using it on flowers that have already bloomed so will wait until next spring before mixing it into the soil. the bag is resealable and sturdy, and one bag is plenty for an entire season. this review was collected as part of a promotion and the opinions are my own.",2021-07-31,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9992666840553284,"('', 'efficient', 'effective', 'ease of use', '')",
227,Garden,74435,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 1 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-1-cu-ft-Bag/112490018?selected=true,Walmart,ExpertGardener,112490018,112490018,Yes,2022-02-22 0:00:00,2022,2,8,I highly recommend this potting soil,"I really like that Expert Gardener Potting Mix can be used for indoor or outdoor plants. The dark, rich soil is very easy to work with and feels like a very high quality mix. I also like that it offers a money back guarantee and that it will help to grow bigger plants. I received product reimbursement in exchange for my honest review.",organic reviews,7.48,5,0,0,0,No,"i really like that expert gardener potting mix can be used for indoor or outdoor plants. the dark, rich soil is very easy to work with and feels like a very high quality mix. i also like that it offers a money back guarantee and that it will help to grow bigger plants. i received product reimbursement in exchange for my honest review.",2022-02-22,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9938237071037292,"('cost', 'efficient', 'effective', 'ease of use', '')",
228,Garden,120245,"Expert Gardener Sun & Shade Grass Seed Northern Mix, for Sun to Partial Shade; 20 lbs.",https://www.walmart.com//ip/Expert-Gardener-Sun-Shade-Grass-Seed-Northern-Mix-for-Sun-to-Partial-Shade-20-lbs/108037091?selected=true,Walmart,ExpertGardener,108037091,660854953,Yes,2022-05-08 0:00:00,2022,5,18,Great seed,This is really good grass seed! Germinated in 10 days. Growing nicely.,organic reviews,44.92,5,0,0,0,No,this is really good grass seed! germinated in 10 days. growing nicely.,2022-05-08,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9989002346992493,"('', 'efficient', 'effective', 'ease of use', '')",
229,Garden,72723,Expert Gardener Citrus Plant Food Fertilizer 6-4-6; 10 lbs.,https://www.walmart.com//ip/Expert-Gardener-Citrus-Plant-Food-Fertilizer-6-4-6-10-lbs/587336041?selected=true,Walmart,ExpertGardener,587336041,870632402,Yes,2022-01-28 0:00:00,2022,1,4,Great citrus food,I have a ton of citrus trees and feed them multiple times a year. This one has the correct amount of nutrients needed and looks to be good quality. I received product reimbursement in exchange for my honest review.,organic reviews,9.26,5,0,0,0,No,i have a ton of citrus trees and feed them multiple times a year. this one has the correct amount of nutrients needed and looks to be good quality. i received product reimbursement in exchange for my honest review.,2022-01-28,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9956116080284119,"('', 'efficient', 'effective', '', '')",
230,Garden,67470,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112490018,Yes,2021-08-29 0:00:00,2021,8,34,,Seems ok per purchased on clearance price.contains large wood chips. did not expect in potting mix.,organic reviews,9.97,3,0,0,0,No,seems ok per purchased on clearance price.contains large wood chips. did not expect in potting mix.,2021-08-29,,0.0,0.0,0.0,0.0,neutral,,,effective,,0.767022430896759,"('', '', 'effective', '', '')",
231,Garden,74319,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 8 qt. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-8-qt-Bag/114494649?selected=true,Walmart,ExpertGardener,114494649,112490018,Yes,2022-02-24 0:00:00,2022,2,8,Very Lightweight,"Expert Gardener Potting Mix is lightweight. The 8 quart bag is only 3 pounds. I find lightweight potting mix is easier to work with, especially if you are trying to hang the pots. There are easy to follow directions about potting plants on the back of the package.  I liked the feel of the potting mix as I was repotting some plants and after watering the plants the potting mix still looked good.  There is also a money back guarantee if you are not fully satisfied with this product.  I received product reimbursement in exchange for my honest review.",organic reviews,3.93,5,0,0,0,No,"expert gardener potting mix is lightweight. the 8 quart bag is only 3 pounds. i find lightweight potting mix is easier to work with, especially if you are trying to hang the pots. there are easy to follow directions about potting plants on the back of the package.  i liked the feel of the potting mix as i was repotting some plants and after watering the plants the potting mix still looked good.  there is also a money back guarantee if you are not fully satisfied with this product.  i received product reimbursement in exchange for my honest review.",2022-02-24,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9939002990722656,"('cost', 'efficient', 'effective', 'ease of use', '')",
