,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost,ease of use,effective,efficient,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,naive_cost,naive_efficient,naive_effective,naive_easeofuse
13472,Garden,78145,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2022-03-26T00:00:00,2022,3,12,Defective sprayer,Product reviews were great so I decided to try. Despite repeated attempts product doesnt spray due to defective bottle. I returned product and got another bottle. I will try once more before going to another brand that dispenses its product.,syndicated reviews,12.47,1,0,0,0,No,product reviews were great so i decided to try. despite repeated attempts product doesnt spray due to defective bottle. i returned product and got another bottle. i will try once more before going to another brand that dispenses its product.,3/26/2022,40,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26332,Garden,142264,Image Herbicide for St. Augustinegrass & Centipedegrass Concentrate,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594320,303594294,Yes,2022-06-23T00:00:00,2022,6,25,Works great in the lawn,[This review was collected as part of a promotion.] Had a ton of weeds in our garden and we tested this in a corner of our lot to see what it could do. It took about a week and we noticed most were killed quickly.,syndicated reviews,10.32,4,0,0,0,Yes,[this review was collected as part of a promotion.] had a ton of weeds in our garden and we tested this in a corner of our lot to see what it could do. it took about a week and we noticed most were killed quickly.,6/23/2022,45,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
20731,Garden,132422,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2022-05-12T00:00:00,2022,5,19,Results were not as positive as I had expected. Will...,Results were not as positive as I had expected. Will have to try something different.,organic reviews,12.47,2,0,0,0,No,results were not as positive as i had expected. will have to try something different.,5/12/2022,15,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
1687,Garden,12589,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/t/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2021-09-27T00:00:00,2021,9,39,This stuff WORKS!,I have used this product multiple times and it works great. The instructions are pretty straightforward and the results are awesome. I mainly use this for nutsedge,organic reviews,20.97,5,0,0,0,No,i have used this product multiple times and it works great. the instructions are pretty straightforward and the results are awesome. i mainly use this for nutsedge,9/27/2021,27,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
1722,Garden,13554,IMAGE Noxall 10 lb,http://www.homedepot.com/p/t/100120827,Homedepot,ImageforWeeds,100120827,100120827,No,2021-09-23T00:00:00,2021,9,38,I applied Noxall granules to my graveled driveway attempting to...,I applied Noxall granules to my graveled driveway attempting to kill all grass currently growing up through the gravel.I did this about 2 1/2 months ago following the instructions on the package. I broadcast the granules on the grass patches growing in the gravel and watered it in. So far to date the grass is growing just fine! This product seems to have had no effect whatsoever on the grass growing in my gravel driveway! I would have given it a zero rating but didnt know how to do that.,organic reviews,33.54,1,0,0,0,No,i applied noxall granules to my graveled driveway attempting to kill all grass currently growing up through the gravel.i did this about 2 1/2 months ago following the instructions on the package. i broadcast the granules on the grass patches growing in the gravel and watered it in. so far to date the grass is growing just fine! this product seems to have had no effect whatsoever on the grass growing in my gravel driveway! i would have given it a zero rating but didnt know how to do that.,9/23/2021,90,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26060,Garden,141992,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-30T00:00:00,2022,6,26,Works well,[This review was collected as part of a promotion.] Image Lawn Weed and Crabgrass Killer worked fairly well to kill off most of the Crabgrass and other stubborn weeds that I had. The product is easy to use and is a pretty straight forward application.,syndicated reviews,15.47,4,0,0,0,Yes,[this review was collected as part of a promotion.] image lawn weed and crabgrass killer worked fairly well to kill off most of the crabgrass and other stubborn weeds that i had. the product is easy to use and is a pretty straight forward application.,6/30/2022,45,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26043,Garden,141975,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-28T00:00:00,2022,6,26,Does the job,[This review was collected as part of a promotion.] Weed killer. Works as it should. Will buy in the future.,syndicated reviews,15.47,4,0,0,0,Yes,[this review was collected as part of a promotion.] weed killer. works as it should. will buy in the future.,6/28/2022,20,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
20707,Garden,132393,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-05-12T00:00:00,2022,5,19,Image Crabgrass killer,"EXCELLENT, EXCELLENT, EXCELLENT",organic reviews,15.47,5,0,0,0,No,"excellent, excellent, excellent",5/12/2022,3,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
20703,Garden,132386,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-05-12T00:00:00,2022,5,19,"Where it worked it worked well, but the coverage was...","Where it worked it worked well, but the coverage was spotty using a hose in sprayer.It will take two treatments to get complete resulsts.",organic reviews,15.47,4,0,0,0,No,"where it worked it worked well, but the coverage was spotty using a hose in sprayer.it will take two treatments to get complete resulsts.",5/12/2022,24,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26128,Garden,142060,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-23T00:00:00,2022,6,25,Works Great!,"[This review was collected as part of a promotion.] I live in the South and the weeds are brutal in my lawn, especially crabgrass. The Central Garden Lawn Weed and Crabgrass spray is great! It is easy to use, just hook up to the hose and start spraying. It works great at helping control the weeds in my yard and helps kills them quickly. Highly recomended.",syndicated reviews,13.47,4,0,0,0,Yes,"[this review was collected as part of a promotion.] i live in the south and the weeds are brutal in my lawn, especially crabgrass. the central garden lawn weed and crabgrass spray is great! it is easy to use, just hook up to the hose and start spraying. it works great at helping control the weeds in my yard and helps kills them quickly. highly recomended.",6/23/2022,66,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
17008,Garden,110582,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-05-04T00:00:00,2022,5,18,I mixed per the instructions on the bottle and sprayed...,I mixed per the instructions on the bottle and sprayed the nutsedge and waited a week with no results. I even tried to mix about half the bottle and it still didnt kill any of the nutsedge in my flower bed.,organic reviews,20.47,1,0,0,0,No,i mixed per the instructions on the bottle and sprayed the nutsedge and waited a week with no results. i even tried to mix about half the bottle and it still didnt kill any of the nutsedge in my flower bed.,5/4/2022,41,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
11478,Garden,73141,32 oz. Southern Lawn Weed Killer Ready-To-Spray,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2022-02-01T00:00:00,2022,2,5,Image Southern Lawn Weed Killer is no less than a Miracle,"I live in Florida and I have St Augustine grass and have been searching for a product that would kill and keep weeds away for years. Image did an excellent job, I am extremely pleased.It evicted my weeds over a month ago and they havent returned, and for those who know how relentless the weeds are in Florida, you will know why I called this product a miracle. In addition to being a great product, they are a great company. I called about an issue that I had with the nozzle of the hose in sprayer and they resolved the issue.",syndicated reviews,12.47,5,0,0,0,No,"i live in florida and i have st augustine grass and have been searching for a product that would kill and keep weeds away for years. image did an excellent job, i am extremely pleased.it evicted my weeds over a month ago and they havent returned, and for those who know how relentless the weeds are in florida, you will know why i called this product a miracle. in addition to being a great product, they are a great company. i called about an issue that i had with the nozzle of the hose in sprayer and they resolved the issue.",2/1/2022,101,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26212,Garden,142144,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-29T00:00:00,2022,6,26,Kills weeds quickly!,[This review was collected as part of a promotion.] This stuff works amazing! Normally one would spray small weeds in flower gardens and such but I took it to a new level. I used this weed killer on my forest of weeds that were taller than myself and after 24 hours they are gone. I will definitely be purchasing this in the future and will be recommending to family and friends.,syndicated reviews,13.47,5,0,0,0,Yes,[this review was collected as part of a promotion.] this stuff works amazing! normally one would spray small weeds in flower gardens and such but i took it to a new level. i used this weed killer on my forest of weeds that were taller than myself and after 24 hours they are gone. i will definitely be purchasing this in the future and will be recommending to family and friends.,6/29/2022,71,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26229,Garden,142161,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-24T00:00:00,2022,6,25,Good stuff,[This review was collected as part of a promotion.] My neighbor used it on their lawn and it looked amazing. I had to go out and buy some for myself and i am glad i did.,syndicated reviews,13.47,5,0,0,0,Yes,[this review was collected as part of a promotion.] my neighbor used it on their lawn and it looked amazing. i had to go out and buy some for myself and i am glad i did.,6/24/2022,36,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26224,Garden,142156,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-30T00:00:00,2022,6,26,Kills the weeds!,"[This review was collected as part of a promotion.] This product works really well. Did not kill my grass, just the weeds. Tested a section of my lawn and weeds were gone.",syndicated reviews,13.47,5,0,0,0,Yes,"[this review was collected as part of a promotion.] this product works really well. did not kill my grass, just the weeds. tested a section of my lawn and weeds were gone.",6/30/2022,32,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26269,Garden,142201,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-30T00:00:00,2022,6,26,Works well,[This review was collected as part of a promotion.] Image Lawn Weed and Crabgrass Killer worked fairly well to kill off most of the Crabgrass and other stubborn weeds that I had. The product is easy to use and is a pretty straight forward application.,syndicated reviews,13.47,4,0,0,0,Yes,[this review was collected as part of a promotion.] image lawn weed and crabgrass killer worked fairly well to kill off most of the crabgrass and other stubborn weeds that i had. the product is easy to use and is a pretty straight forward application.,6/30/2022,45,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
4972,Garden,56480,Image All-In-One Weed Killer Ready-to-Spray,https://www.lowes.com/pd/IMAGE-All-In-One-24-oz-Lawn-Weed-Killer/999990274,Lowes,ImageforWeeds,999990274,999990274,No,2021-06-30T00:00:00,2021,6,26,Weeds Dead!,[This review was collected as part of a promotion.] This product works just as advertised. Kills weeds and dont kill the actual grass. Took about 2 days before I really started seeing the weeds begin to die and turn brown. Im about 8 days into it now and the weeds are gone and my grass is fine. I do not know yet how long the weeds will remain dead at this time.,syndicated reviews,20.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] this product works just as advertised. kills weeds and dont kill the actual grass. took about 2 days before i really started seeing the weeds begin to die and turn brown. im about 8 days into it now and the weeds are gone and my grass is fine. i do not know yet how long the weeds will remain dead at this time.,6/30/2021,72,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
7409,Garden,67281,Image All-In-One Weed Killer Ready-to-Spray,https://www.walmart.com//ip/Image-All-in-One-Lawn-Weed-Killer-24-oz-Ready-to-Spray/180315212?selected=true,Walmart,ImageforWeeds,180315212,180315212,No,2021-06-25T00:00:00,2021,6,25,Works slower than most!,[This review was collected as part of a promotion.] Works slower than another weed killer i tried 2 months ago,organic reviews,20.18,4,0,0,0,Yes,[this review was collected as part of a promotion.] works slower than another weed killer i tried 2 months ago,6/25/2021,20,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
1665,Garden,12348,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/t/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2021-06-02T00:00:00,2021,6,22,Yes,Works a little slow in damp weather but good in warmer. Have a lot of moss with weeds moss seems a little shocked but not damaged love my moss!,syndicated reviews,20.97,4,0,0,0,No,works a little slow in damp weather but good in warmer. have a lot of moss with weeds moss seems a little shocked but not damaged love my moss!,6/2/2021,29,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
7451,Garden,67323,Image All-In-One Weed Killer Concentrate,https://www.walmart.com//ip/Image-All-in-One-Lawn-Weed-Killer-Herbicide-24-oz-Concentrate/932621795?selected=true,Walmart,ImageforWeeds,932621795,932621795,No,2021-07-09T00:00:00,2021,7,27,Awesome product!,[This review was collected as part of a promotion.] Image all in one weed killer is one of the best products I have tried. I have several areas in my yard that are not very easy to maintain. There are stones tree roots and other obstacles such as chain link fencing that destroys the string on my weed eater. I sprayed these areas with the image all in one weed killer. True to its word the product targeted the weeds and didnt damage the grass. The application of the product is easy and mess free as it comes in a spray bottle. If you have any hard to get to areas in your yard then I would suggest this product. It not only saves you time but money.,organic reviews,17.42,5,0,0,0,Yes,[this review was collected as part of a promotion.] image all in one weed killer is one of the best products i have tried. i have several areas in my yard that are not very easy to maintain. there are stones tree roots and other obstacles such as chain link fencing that destroys the string on my weed eater. i sprayed these areas with the image all in one weed killer. true to its word the product targeted the weeds and didnt damage the grass. the application of the product is easy and mess free as it comes in a spray bottle. if you have any hard to get to areas in your yard then i would suggest this product. it not only saves you time but money.,7/9/2021,128,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
27519,Garden,143451,IMAGE Noxall 10 lb,https://www.lowes.com/pd/IMAGE-Noxall-10-lb-Weed-and-Grass-Killer/3699174,Lowes,ImageforWeeds,3699174,3699174,No,2022-06-20T00:00:00,2022,6,25,"Doesnt work, and very expensive.",Bought three bags for my driveway and not one weed has died.,syndicated reviews,39.88,1,1,0,0,No,bought three bags for my driveway and not one weed has died.,6/20/2022,12,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
13248,Garden,77287,Image Kills Nutsedge Concentrate,https://www.lowes.com/pd/IMAGE-24-oz-Concentrated-Lawn-Weed-Killer/3156691,Lowes,ImageforWeeds,3156691,3156691,No,2022-03-14T00:00:00,2022,3,11,Nut Grass,"I got this product to kill nut grass and it worked, it turned yellow and quit growing.  This was the only product I could find on the market that was labeled to kill nut grass.",syndicated reviews,20.98,1,0,0,0,No,"i got this product to kill nut grass and it worked, it turned yellow and quit growing.  this was the only product i could find on the market that was labeled to kill nut grass.",3/14/2022,36,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
13437,Garden,78110,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-03-23T00:00:00,2022,3,12,This product is the only thing on the market that...,This product is the only thing on the market that will treat Kentucky Bluegrass weed or Poa Annua effectively.,organic reviews,20.47,4,0,0,0,No,this product is the only thing on the market that will treat kentucky bluegrass weed or poa annua effectively.,3/23/2022,19,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
25941,Garden,141873,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-28T00:00:00,2022,6,26,Worked great,"[This review was collected as part of a promotion.] Did a very good job with spot treating areas that had survived the usual weed and feed treatment. Wish there was more in the bottle, but for spot treating troublesome areas its enough.",syndicated reviews,15.47,5,0,0,0,Yes,"[this review was collected as part of a promotion.] did a very good job with spot treating areas that had survived the usual weed and feed treatment. wish there was more in the bottle, but for spot treating troublesome areas its enough.",6/28/2022,42,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
4916,Garden,56364,Image All-In-One Weed Killer Ready-to-Spray,https://www.lowes.com/pd/IMAGE-All-In-One-24-oz-Lawn-Weed-Killer/999990274,Lowes,ImageforWeeds,999990274,999990274,No,2021-07-08T00:00:00,2021,7,27,Great Product - Use with caution,"[This review was collected as part of a promotion.] Ive used other Image products before. Their nutgrass killer works amazingly well. I knew this would be a quality purchase and I wasnt wrong. Before I started, I read the label (as we all should) and discovered that it is NOT for use on San Augustine grass. Glad I read that or I could have had a disaster on my hands. Since my yard is San Augustine (not much else holds up in the South Texas heat), I decided to use it on my overgrown flowerbeds instead. It worked perfectly at getting rid of all the weeds I had there. I wish I could have used it as I intended but thats my fault for not reading the label before I purchased it.",syndicated reviews,20.98,5,3,0,0,Yes,"[this review was collected as part of a promotion.] ive used other image products before. their nutgrass killer works amazingly well. i knew this would be a quality purchase and i wasnt wrong. before i started, i read the label (as we all should) and discovered that it is not for use on san augustine grass. glad i read that or i could have had a disaster on my hands. since my yard is san augustine (not much else holds up in the south texas heat), i decided to use it on my overgrown flowerbeds instead. it worked perfectly at getting rid of all the weeds i had there. i wish i could have used it as i intended but thats my fault for not reading the label before i purchased it.",7/8/2021,132,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
10488,Garden,72080,IMAGE Noxall 10 lb,http://www.homedepot.com/p/100120827,Homedepot,ImageforWeeds,100120827,100120827,No,2022-01-18T00:00:00,2022,1,3,"Didnt work like says, wont recommend",Dont tecommend product,organic reviews,34.97,1,0,0,0,No,dont tecommend product,1/18/2022,3,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
25981,Garden,141913,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-28T00:00:00,2022,6,26,Amazing effective,[This review was collected as part of a promotion.] This product was highly effective getting rid of a lot of the weeds that had popped up in my lawn. Would highly recommend if,syndicated reviews,15.47,5,0,0,0,Yes,[this review was collected as part of a promotion.] this product was highly effective getting rid of a lot of the weeds that had popped up in my lawn. would highly recommend if,6/28/2022,33,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
7426,Garden,67298,Image All-In-One Weed Killer Ready-to-Spray,https://www.walmart.com//ip/Image-All-in-One-Lawn-Weed-Killer-24-oz-Ready-to-Spray/180315212?selected=true,Walmart,ImageforWeeds,180315212,180315212,No,2021-07-13T00:00:00,2021,7,28,Gets the job done!,[This review was collected as part of a promotion.] This product gets the job done! I had a neglected raised bed with stones around it and a weed jungle growing all around. I sprayed this to kill some of the hard to get weeds and it killed them. I did another layer of spray after pulling all the weeds and no new weeds have grown in.,organic reviews,20.18,5,0,0,0,Yes,[this review was collected as part of a promotion.] this product gets the job done! i had a neglected raised bed with stones around it and a weed jungle growing all around. i sprayed this to kill some of the hard to get weeds and it killed them. i did another layer of spray after pulling all the weeds and no new weeds have grown in.,7/13/2021,66,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
25913,Garden,141845,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-28T00:00:00,2022,6,26,Easy to use,[This review was collected as part of a promotion.] Ive never tried a weed killer like Image Lawn Weed and Crabgrass Killer so I didnt know how easy it would be to use. I had no issues connecting it to my hose and applying it to weeds. I mainly used it around my gravel driveway where the weeds had spread all over. They are now all dried up and dead! I also used it on some pavement cracks and it took care of the crabgrass growing in them. I didnt realize how bad the weeds looked until they were gone. Now it just looks so much neater and more polished. I would recommend this product.,syndicated reviews,15.47,5,0,0,0,Yes,[this review was collected as part of a promotion.] ive never tried a weed killer like image lawn weed and crabgrass killer so i didnt know how easy it would be to use. i had no issues connecting it to my hose and applying it to weeds. i mainly used it around my gravel driveway where the weeds had spread all over. they are now all dried up and dead! i also used it on some pavement cracks and it took care of the crabgrass growing in them. i didnt realize how bad the weeds looked until they were gone. now it just looks so much neater and more polished. i would recommend this product.,6/28/2022,115,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
25969,Garden,141901,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-18T00:00:00,2022,6,24,The best on the market,"[This review was collected as part of a promotion.] Image lawn weed and crabgrass killer is the best stuff you can find on the market and believe me, Ive tried every single one of them. I highly recommend this product to anybody whos looking to have a weed free lawn this summer and it will not harm your existing grass. I will definitely be buying this product again and I will recommend it to all of my family and friends.",syndicated reviews,15.47,5,1,0,0,Yes,"[this review was collected as part of a promotion.] image lawn weed and crabgrass killer is the best stuff you can find on the market and believe me, ive tried every single one of them. i highly recommend this product to anybody whos looking to have a weed free lawn this summer and it will not harm your existing grass. i will definitely be buying this product again and i will recommend it to all of my family and friends.",6/18/2022,80,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
13442,Garden,78115,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-03-26T00:00:00,2022,3,12,Completely ineffective,Ive used this product twice. 2 weeks in between each other. First usage was in a small area approx 40 foot by 4 foot and mixed concentrate 3 oz to one gallon (stronger than instructions). Left to dry in sun. Next day noticed slight yellowing of weeds. Yellowing over next two weeks didnt change. Next application was 6 oz to one gallon. Zero effects. Will not buy this product again.,syndicated reviews,20.47,1,0,0,0,No,ive used this product twice. 2 weeks in between each other. first usage was in a small area approx 40 foot by 4 foot and mixed concentrate 3 oz to one gallon (stronger than instructions). left to dry in sun. next day noticed slight yellowing of weeds. yellowing over next two weeks didnt change. next application was 6 oz to one gallon. zero effects. will not buy this product again.,3/26/2022,70,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
1692,Garden,12623,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/t/100598623,Homedepot,ImageforWeeds,100598623,100175861,Yes,2021-07-31T00:00:00,2021,7,30,Easy to use just attach to garden hose.  Will...,Easy to use just attach to garden hose.  Will have to wait to see if it works,organic reviews,19.97,5,0,0,0,No,easy to use just attach to garden hose.  will have to wait to see if it works,7/31/2021,18,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
14386,Garden,80190,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2022-04-08T00:00:00,2022,4,14,"Seems to be working, the directions say mix 2 &3/4...","Seems to be working, the directions say mix 2 &3/4 oz to a gal of water. Well I have a 2 gallon sprayer so not showing any markings on the cap I used almost one capfull to the 2 gallons of water and that seems to be doing a fair job on some of the weeds. If Im using too weak or too strong a mix I do not know",organic reviews,12.47,4,0,0,0,No,"seems to be working, the directions say mix 2 &3/4 oz to a gal of water. well i have a 2 gallon sprayer so not showing any markings on the cap i used almost one capfull to the 2 gallons of water and that seems to be doing a fair job on some of the weeds. if im using too weak or too strong a mix i do not know",4/8/2022,70,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26009,Garden,141941,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-28T00:00:00,2022,6,26,Easy to use,[This review was collected as part of a promotion.] Loved how convenient it is to just hook up to the hose to treat the yard. Worked well at killing out the weeds throughout my yard,syndicated reviews,15.47,5,0,0,0,Yes,[this review was collected as part of a promotion.] loved how convenient it is to just hook up to the hose to treat the yard. worked well at killing out the weeds throughout my yard,6/28/2022,35,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26217,Garden,142149,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-15T00:00:00,2022,6,24,My lawn looks Really good,[This review was collected as part of a promotion.] My lawn looks really good after using image lawn weed and crabgrass killer. I tried other brands that could never get rid of the crabgrass. But this stuff works really good. I would definitely recommend trying it if youve never tried this brand before.,syndicated reviews,13.47,5,0,0,0,Yes,[this review was collected as part of a promotion.] my lawn looks really good after using image lawn weed and crabgrass killer. i tried other brands that could never get rid of the crabgrass. but this stuff works really good. i would definitely recommend trying it if youve never tried this brand before.,6/15/2022,53,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
17013,Garden,110587,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-05-04T00:00:00,2022,5,18,If it kills any of the weeds it says it...,If it kills any of the weeds it says it is extremely slow and takes many applications,organic reviews,20.47,1,0,0,0,No,if it kills any of the weeds it says it is extremely slow and takes many applications,5/4/2022,17,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
22569,Garden,134548,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,https://www.lowes.com/pd/IMAGE-Southern-Lawn-32-fl-oz-Lawn-Weed-Killer/1000595013,Lowes,ImageforWeeds,1000595013,1000595013,No,2022-05-26T00:00:00,2022,5,21,Dispenses too much too fast - would NOT turn off,"Ive used Image for years because its the only weed killer that reliably kills some of the really stubborn stuff other products dont touch. But I came to the website to find an email address to complain about the ready-to-spray bottle. Ive never had this issue before this year, but I bought two bottles which should have covered my lawn with some leftover. The first bottle was gone in just a couple of minutes and I had only done 10% of my lawn. I dont know if this is a version of product shrinkage, but Im not buying $120 worth of this to do my lawn.",syndicated reviews,14.18,1,2,0,0,No,"ive used image for years because its the only weed killer that reliably kills some of the really stubborn stuff other products dont touch. but i came to the website to find an email address to complain about the ready-to-spray bottle. ive never had this issue before this year, but i bought two bottles which should have covered my lawn with some leftover. the first bottle was gone in just a couple of minutes and i had only done 10% of my lawn. i dont know if this is a version of product shrinkage, but im not buying $120 worth of this to do my lawn.",5/26/2022,106,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
16315,Garden,101975,Image All-In-One Weed Killer Concentrate,https://www.walmart.com//ip/Image-All-in-One-Lawn-Weed-Killer-Herbicide-24-oz-Concentrate/932621795?selected=true,Walmart,ImageforWeeds,932621795,932621795,No,2022-04-21T00:00:00,2022,4,16,Buyer Beware,I mixed according to the instructions and it killed more of my tall fescue than any dandelions.,syndicated reviews,25.22,1,0,0,0,No,i mixed according to the instructions and it killed more of my tall fescue than any dandelions.,4/21/2022,17,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
13039,Garden,77078,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-03-15T00:00:00,2022,3,11,I wont be buying it again it does not work...,I wont be buying it again it does not work !,organic reviews,20.47,1,0,0,0,No,i wont be buying it again it does not work !,3/15/2022,11,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
